id,code,name,category_id/id
icd10_diagnostic_code_A00.000x001,A00.000x001,古典生物型霍乱,icd10_category_subcategory_A00.0
icd10_diagnostic_code_A00.100,A00.100,霍乱，由于O1群霍乱弧菌，埃尔托生物型所致,icd10_category_subcategory_A00.1
icd10_diagnostic_code_A00.100x001,A00.100x001,埃尔托生物型霍乱,icd10_category_subcategory_A00.1
icd10_diagnostic_code_A00.900,A00.900,霍乱,icd10_category_subcategory_A00.9
icd10_diagnostic_code_A00.900x002,A00.900x002,霍乱轻型,icd10_category_subcategory_A00.9
icd10_diagnostic_code_A00.900x003,A00.900x003,霍乱中型,icd10_category_subcategory_A00.9
icd10_diagnostic_code_A00.900x004,A00.900x004,霍乱重型,icd10_category_subcategory_A00.9
icd10_diagnostic_code_A00.900x005,A00.900x005,霍乱暴发型,icd10_category_subcategory_A00.9
icd10_diagnostic_code_A01.000,A01.000,伤寒,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x004,A01.000x004,伤寒复发,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x005+J17.0*,A01.000x005+J17.0*,伤寒并发肺炎,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x006,A01.000x006,伤寒迁延型,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x007,A01.000x007,伤寒逍遥型,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x008,A01.000x008,伤寒并发腹膜炎,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x009,A01.000x009,伤寒并发肠穿孔,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x010,A01.000x010,伤寒并发肠出血,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x011,A01.000x011,伤寒并发中毒性肝炎,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x012,A01.000x012,伤寒并发支气管炎,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x014,A01.000x014,伤寒并发胆囊炎,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x016+I41.0*,A01.000x016+I41.0*,伤寒并发中毒性心肌炎,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x017,A01.000x017,伤寒轻型,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x018,A01.000x018,伤寒普通型,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x019,A01.000x019,伤寒暴发型,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.000x020,A01.000x020,伤寒再燃,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.001+K77.0*,A01.001+K77.0*,伤寒性肝炎,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.002+G01*,A01.002+G01*,伤寒性脑膜炎,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.003,A01.003,伤寒杆菌性脓毒症,icd10_category_subcategory_A01.0
icd10_diagnostic_code_A01.100,A01.100,副伤寒甲,icd10_category_subcategory_A01.1
icd10_diagnostic_code_A01.200,A01.200,副伤寒乙,icd10_category_subcategory_A01.2
icd10_diagnostic_code_A01.300,A01.300,副伤寒丙,icd10_category_subcategory_A01.3
icd10_diagnostic_code_A01.400,A01.400,副伤寒,icd10_category_subcategory_A01.4
icd10_diagnostic_code_A02.000,A02.000,沙门菌肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.000x005,A02.000x005,婴儿沙门菌肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.000x006,A02.000x006,C群沙门菌肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.000x007,A02.000x007,B群沙门菌肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.000x009,A02.000x009,沙门菌小肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.000x010,A02.000x010,猪霍乱沙门菌肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.001,A02.001,阿哥拉沙门菌肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.002,A02.002,沙门菌伦敦血清型肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.003,A02.003,沙门菌胃肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.004,A02.004,鼠伤寒沙门菌肠炎,icd10_category_subcategory_A02.0
icd10_diagnostic_code_A02.100,A02.100,沙门菌脓毒症,icd10_category_subcategory_A02.1
icd10_diagnostic_code_A02.100x002,A02.100x002,鼠伤寒沙门菌脓毒症,icd10_category_subcategory_A02.1
icd10_diagnostic_code_A02.101,A02.101,猪霍乱沙门菌脓毒症,icd10_category_subcategory_A02.1
icd10_diagnostic_code_A02.200,A02.200,局限性沙门菌感染,icd10_category_subcategory_A02.2
icd10_diagnostic_code_A02.201+J17.0*,A02.201+J17.0*,沙门菌肺炎,icd10_category_subcategory_A02.2
icd10_diagnostic_code_A02.202+M01.3*,A02.202+M01.3*,沙门菌关节炎,icd10_category_subcategory_A02.2
icd10_diagnostic_code_A02.203+G01*,A02.203+G01*,沙门菌脑膜炎,icd10_category_subcategory_A02.2
icd10_diagnostic_code_A02.204+M90.2*,A02.204+M90.2*,沙门菌骨髓炎,icd10_category_subcategory_A02.2
icd10_diagnostic_code_A02.205+N16.0*,A02.205+N16.0*,沙门菌性肾小管-间质病变,icd10_category_subcategory_A02.2
icd10_diagnostic_code_A02.800,A02.800,沙门菌感染，其他特指的,icd10_category_subcategory_A02.8
icd10_diagnostic_code_A02.900,A02.900,沙门菌感染,icd10_category_subcategory_A02.9
icd10_diagnostic_code_A02.900x002,A02.900x002,鼠伤寒沙门菌感染,icd10_category_subcategory_A02.9
icd10_diagnostic_code_A02.900x003,A02.900x003,沙门菌属食物中毒,icd10_category_subcategory_A02.9
icd10_diagnostic_code_A02.900x004,A02.900x004,亚利桑那菌感染,icd10_category_subcategory_A02.9
icd10_diagnostic_code_A02.901,A02.901,猪霍乱沙门菌感染,icd10_category_subcategory_A02.9
icd10_diagnostic_code_A03.000,A03.000,志贺痢疾杆菌引起的细菌性痢疾,icd10_category_subcategory_A03.0
icd10_diagnostic_code_A03.000x001,A03.000x001,痢疾志贺菌痢疾,icd10_category_subcategory_A03.0
icd10_diagnostic_code_A03.100,A03.100,弗氏志贺菌引起的细菌性痢疾,icd10_category_subcategory_A03.1
icd10_diagnostic_code_A03.100x001,A03.100x001,福氏志贺菌痢疾,icd10_category_subcategory_A03.1
icd10_diagnostic_code_A03.200,A03.200,波氏志贺菌引起的细菌性痢疾,icd10_category_subcategory_A03.2
icd10_diagnostic_code_A03.200x001,A03.200x001,鲍氏志贺菌痢疾,icd10_category_subcategory_A03.2
icd10_diagnostic_code_A03.300,A03.300,宋内志贺菌引起的细菌性痢疾,icd10_category_subcategory_A03.3
icd10_diagnostic_code_A03.300x001,A03.300x001,宋内志贺菌痢疾,icd10_category_subcategory_A03.3
icd10_diagnostic_code_A03.800,A03.800,细菌性痢疾，其他的,icd10_category_subcategory_A03.8
icd10_diagnostic_code_A03.800x001,A03.800x001,不定型志贺菌痢疾,icd10_category_subcategory_A03.8
icd10_diagnostic_code_A03.800x002,A03.800x002,菌痢混合感染,icd10_category_subcategory_A03.8
icd10_diagnostic_code_A03.900,A03.900,细菌性痢疾,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A03.900x002,A03.900x002,慢性细菌性痢疾急性发作,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A03.900x005,A03.900x005,慢性隐匿型菌痢,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A03.900x007,A03.900x007,中毒型菌痢休克型,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A03.900x008,A03.900x008,中毒型菌痢脑型,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A03.900x009,A03.900x009,中毒型菌痢混合型,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A03.901,A03.901,急性细菌性痢疾,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A03.902,A03.902,慢性迁延型细菌性痢疾,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A03.903,A03.903,慢性细菌性痢疾,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A03.904,A03.904,中毒型细菌性痢疾,icd10_category_subcategory_A03.9
icd10_diagnostic_code_A04.000,A04.000,肠道病原性大肠杆菌感染,icd10_category_subcategory_A04.0
icd10_diagnostic_code_A04.000x001,A04.000x001,新生儿肠致病性大肠杆菌肠炎,icd10_category_subcategory_A04.0
icd10_diagnostic_code_A04.000x002,A04.000x002,肠致病性大肠杆菌肠炎,icd10_category_subcategory_A04.0
icd10_diagnostic_code_A04.100,A04.100,肠毒性大肠杆菌感染,icd10_category_subcategory_A04.1
icd10_diagnostic_code_A04.100x001,A04.100x001,肠毒性大肠杆菌肠炎,icd10_category_subcategory_A04.1
icd10_diagnostic_code_A04.100x002,A04.100x002,新生儿肠毒性大肠杆菌肠炎,icd10_category_subcategory_A04.1
icd10_diagnostic_code_A04.200,A04.200,肠侵袭性大肠杆菌感染,icd10_category_subcategory_A04.2
icd10_diagnostic_code_A04.200x001,A04.200x001,肠侵袭性大肠杆菌肠炎,icd10_category_subcategory_A04.2
icd10_diagnostic_code_A04.200x002,A04.200x002,新生儿肠侵袭性大肠杆菌肠炎,icd10_category_subcategory_A04.2
icd10_diagnostic_code_A04.300,A04.300,肠出血性大肠杆菌感染,icd10_category_subcategory_A04.3
icd10_diagnostic_code_A04.300x001,A04.300x001,肠出血性大肠杆菌肠炎,icd10_category_subcategory_A04.3
icd10_diagnostic_code_A04.301,A04.301,新生儿肠出血性大肠杆菌肠炎,icd10_category_subcategory_A04.3
icd10_diagnostic_code_A04.400,A04.400,肠道大肠杆菌感染，其他的,icd10_category_subcategory_A04.4
icd10_diagnostic_code_A04.400x003,A04.400x003,新生儿肠粘附性大肠杆菌肠炎,icd10_category_subcategory_A04.4
icd10_diagnostic_code_A04.400x004,A04.400x004,肠粘附性大肠杆菌肠炎,icd10_category_subcategory_A04.4
icd10_diagnostic_code_A04.401,A04.401,大肠杆菌性肠炎,icd10_category_subcategory_A04.4
icd10_diagnostic_code_A04.402,A04.402,新生儿大肠杆菌肠炎,icd10_category_subcategory_A04.4
icd10_diagnostic_code_A04.500,A04.500,弯曲菌肠炎,icd10_category_subcategory_A04.5
icd10_diagnostic_code_A04.600,A04.600,小肠结肠耶尔森菌性小肠炎,icd10_category_subcategory_A04.6
icd10_diagnostic_code_A04.600x001,A04.600x001,耶尔森菌肠炎,icd10_category_subcategory_A04.6
icd10_diagnostic_code_A04.700,A04.700,艰难梭状芽孢杆菌性小肠结肠炎,icd10_category_subcategory_A04.7
icd10_diagnostic_code_A04.700x002,A04.700x002,抗生素相关性肠炎,icd10_category_subcategory_A04.7
icd10_diagnostic_code_A04.701,A04.701,艰难梭状芽孢杆菌性食物中毒,icd10_category_subcategory_A04.7
icd10_diagnostic_code_A04.702,A04.702,伪膜性结肠炎,icd10_category_subcategory_A04.7
icd10_diagnostic_code_A04.800,A04.800,细菌性肠道感染，其他特指的,icd10_category_subcategory_A04.8
icd10_diagnostic_code_A04.800x001,A04.800x001,吡邻单胞菌肠炎,icd10_category_subcategory_A04.8
icd10_diagnostic_code_A04.800x003,A04.800x003,产气杆菌肠炎,icd10_category_subcategory_A04.8
icd10_diagnostic_code_A04.800x006,A04.800x006,副溶血弧菌肠炎,icd10_category_subcategory_A04.8
icd10_diagnostic_code_A04.800x007,A04.800x007,金黄色葡萄球菌肠炎,icd10_category_subcategory_A04.8
icd10_diagnostic_code_A04.800x010,A04.800x010,嗜水气单胞菌肠炎,icd10_category_subcategory_A04.8
icd10_diagnostic_code_A04.801,A04.801,变形杆菌肠炎,icd10_category_subcategory_A04.8
icd10_diagnostic_code_A04.802,A04.802,铜绿假单胞菌肠炎,icd10_category_subcategory_A04.8
icd10_diagnostic_code_A04.803,A04.803,厌氧菌肠炎,icd10_category_subcategory_A04.8
icd10_diagnostic_code_A04.900,A04.900,细菌性肠道感染,icd10_category_subcategory_A04.9
icd10_diagnostic_code_A04.901,A04.901,细菌性结肠炎,icd10_category_subcategory_A04.9
icd10_diagnostic_code_A04.902,A04.902,细菌性腹泻,icd10_category_subcategory_A04.9
icd10_diagnostic_code_A05.000,A05.000,食物媒介的葡萄球菌性食物中毒,icd10_category_subcategory_A05.0
icd10_diagnostic_code_A05.000x001,A05.000x001,葡萄球菌食物中毒,icd10_category_subcategory_A05.0
icd10_diagnostic_code_A05.100,A05.100,肉毒中毒,icd10_category_subcategory_A05.1
icd10_diagnostic_code_A05.200,A05.200,食物媒介的产气荚膜梭状芽孢杆菌［韦尔希梭状芽孢杆菌］食物中毒,icd10_category_subcategory_A05.2
icd10_diagnostic_code_A05.200x002,A05.200x002,急性出血性坏死性肠炎,icd10_category_subcategory_A05.2
icd10_diagnostic_code_A05.202,A05.202,急性坏死性肠炎,icd10_category_subcategory_A05.2
icd10_diagnostic_code_A05.300,A05.300,食物媒介的副溶血性弧菌食物中毒,icd10_category_subcategory_A05.3
icd10_diagnostic_code_A05.300x001,A05.300x001,副溶血性弧菌食物中毒,icd10_category_subcategory_A05.3
icd10_diagnostic_code_A05.400,A05.400,食物媒介的蜡样芽孢杆菌食物中毒,icd10_category_subcategory_A05.4
icd10_diagnostic_code_A05.400x001,A05.400x001,蜡样芽胞杆菌食物中毒,icd10_category_subcategory_A05.4
icd10_diagnostic_code_A05.800,A05.800,食物中毒，其他特指的细菌性,icd10_category_subcategory_A05.8
icd10_diagnostic_code_A05.900,A05.900,细菌性食物中毒,icd10_category_subcategory_A05.9
icd10_diagnostic_code_A06.000,A06.000,急性阿米巴痢疾,icd10_category_subcategory_A06.0
icd10_diagnostic_code_A06.000x001,A06.000x001,阿米巴肠炎,icd10_category_subcategory_A06.0
icd10_diagnostic_code_A06.001,A06.001,阿米巴结肠炎,icd10_category_subcategory_A06.0
icd10_diagnostic_code_A06.002,A06.002,阿米巴痢疾,icd10_category_subcategory_A06.0
icd10_diagnostic_code_A06.100,A06.100,慢性肠阿米巴病,icd10_category_subcategory_A06.1
icd10_diagnostic_code_A06.100x002,A06.100x002,阿米巴肠溃疡,icd10_category_subcategory_A06.1
icd10_diagnostic_code_A06.200,A06.200,阿米巴非痢疾性结肠炎,icd10_category_subcategory_A06.2
icd10_diagnostic_code_A06.200x001,A06.200x001,非痢疾性阿米巴结肠炎,icd10_category_subcategory_A06.2
icd10_diagnostic_code_A06.300,A06.300,肠道阿米巴瘤,icd10_category_subcategory_A06.3
icd10_diagnostic_code_A06.300x001,A06.300x001,阿米巴肉芽肿,icd10_category_subcategory_A06.3
icd10_diagnostic_code_A06.400+K77.0*,A06.400+K77.0*,阿米巴肝脓肿,icd10_category_subcategory_A06.4
icd10_diagnostic_code_A06.500+J99.8*,A06.500+J99.8*,阿米巴肺脓肿,icd10_category_subcategory_A06.5+
icd10_diagnostic_code_A06.500x002+J99.8*,A06.500x002+J99.8*,肺阿米巴病[阿米巴肺脓肿],icd10_category_subcategory_A06.5+
icd10_diagnostic_code_A06.501+J99.8*,A06.501+J99.8*,阿米巴肝肺脓肿,icd10_category_subcategory_A06.5+
icd10_diagnostic_code_A06.502+J17.3*,A06.502+J17.3*,阿米巴肝肾囊肿伴肺炎,icd10_category_subcategory_A06.5+
icd10_diagnostic_code_A06.600+G07*,A06.600+G07*,阿米巴脑脓肿,icd10_category_subcategory_A06.6+
icd10_diagnostic_code_A06.700,A06.700,皮肤阿米巴病,icd10_category_subcategory_A06.7
icd10_diagnostic_code_A06.800,A06.800,阿米巴感染，其他部位的,icd10_category_subcategory_A06.8
icd10_diagnostic_code_A06.800x001,A06.800x001,阿米巴膀胱炎,icd10_category_subcategory_A06.8
icd10_diagnostic_code_A06.800x002,A06.800x002,阿米巴阑尾炎,icd10_category_subcategory_A06.8
icd10_diagnostic_code_A06.800x003,A06.800x003,阿米巴精囊炎,icd10_category_subcategory_A06.8
icd10_diagnostic_code_A06.800x004+N51.2*,A06.800x004+N51.2*,阿米巴龟头炎,icd10_category_subcategory_A06.8
icd10_diagnostic_code_A06.801,A06.801,眼阿米巴病,icd10_category_subcategory_A06.8
icd10_diagnostic_code_A06.900,A06.900,阿米巴病,icd10_category_subcategory_A06.9
icd10_diagnostic_code_A07.000,A07.000,小袋纤毛虫病,icd10_category_subcategory_A07.0
icd10_diagnostic_code_A07.100,A07.100,贾第虫病[兰伯鞭毛虫病],icd10_category_subcategory_A07.1
icd10_diagnostic_code_A07.200,A07.200,隐孢子虫病,icd10_category_subcategory_A07.2
icd10_diagnostic_code_A07.300,A07.300,等孢球虫病,icd10_category_subcategory_A07.3
icd10_diagnostic_code_A07.300x002,A07.300x002,肠道球虫病,icd10_category_subcategory_A07.3
icd10_diagnostic_code_A07.800,A07.800,原虫性肠道疾病，其他特指的,icd10_category_subcategory_A07.8
icd10_diagnostic_code_A07.800x002,A07.800x002,肉孢子虫病,icd10_category_subcategory_A07.8
icd10_diagnostic_code_A07.801,A07.801,肠道滴虫病,icd10_category_subcategory_A07.8
icd10_diagnostic_code_A07.900,A07.900,原虫性肠道疾病,icd10_category_subcategory_A07.9
icd10_diagnostic_code_A07.900x001,A07.900x001,肠道原虫感染,icd10_category_subcategory_A07.9
icd10_diagnostic_code_A08.000,A08.000,轮状病毒性肠炎,icd10_category_subcategory_A08.0
icd10_diagnostic_code_A08.100,A08.100,诺如病毒引起的急性胃肠病,icd10_category_subcategory_A08.1
icd10_diagnostic_code_A08.100x001,A08.100x001,诺如病毒性肠炎,icd10_category_subcategory_A08.1
icd10_diagnostic_code_A08.101,A08.101,诺如病毒性急性胃肠病,icd10_category_subcategory_A08.1
icd10_diagnostic_code_A08.200,A08.200,腺病毒性肠炎,icd10_category_subcategory_A08.2
icd10_diagnostic_code_A08.300,A08.300,病毒性肠炎，其他的,icd10_category_subcategory_A08.3
icd10_diagnostic_code_A08.301,A08.301,EB病毒性肠炎,icd10_category_subcategory_A08.3
icd10_diagnostic_code_A08.400,A08.400,病毒性肠道感染,icd10_category_subcategory_A08.4
icd10_diagnostic_code_A08.400x003,A08.400x003,病毒性小肠炎,icd10_category_subcategory_A08.4
icd10_diagnostic_code_A08.401,A08.401,病毒性肠炎,icd10_category_subcategory_A08.4
icd10_diagnostic_code_A08.402,A08.402,病毒性胃肠炎,icd10_category_subcategory_A08.4
icd10_diagnostic_code_A08.500,A08.500,肠道感染，其他特指的,icd10_category_subcategory_A08.5
icd10_diagnostic_code_A09.000,A09.000,传染性病因的胃肠炎和结肠炎，其他和未特指的,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.000x001,A09.000x001,肠道感染,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.000x003,A09.000x003,流行性肠炎,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.000x006,A09.000x006,出血性结肠炎,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.001,A09.001,感染性胃肠炎,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.002,A09.002,感染性结肠炎,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.003,A09.003,痢疾,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.004,A09.004,感染性腹泻,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.005,A09.005,脓毒性肠炎,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.006,A09.006,急性出血性肠炎,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.007,A09.007,急性感染性肠炎,icd10_category_subcategory_A09.0
icd10_diagnostic_code_A09.900,A09.900,胃肠炎和结肠炎,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A09.900x003,A09.900x003,急性肠炎,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A09.900x004,A09.900x004,急性小肠炎,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A09.900x005,A09.900x005,新生儿腹泻,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A09.900x006,A09.900x006,肠炎,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A09.900x007,A09.900x007,腹泻,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A09.901,A09.901,胃肠炎,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A09.902,A09.902,结肠炎,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A09.903,A09.903,婴儿腹泻,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A09.904,A09.904,出血性肠炎,icd10_category_subcategory_A09.9
icd10_diagnostic_code_A15.000,A15.000,肺结核，经显微镜下痰检查证实，伴有或不伴有痰培养,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x001,A15.000x001,肺结核（显微镜检证实）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x002,A15.000x002,肺结核（仅痰涂片证实）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x003,A15.000x003,肺结核（痰涂片及培养均证实）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x010,A15.000x010,"继发性肺结核（初治,单耐药）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x012,A15.000x012,"继发性肺结核（初治,多耐药）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x014,A15.000x014,"继发性肺结核（初治,广泛耐药）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x016,A15.000x016,"继发性肺结核（初治,耐多药）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x018,A15.000x018,"继发性肺结核（初治,药物敏感）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x020,A15.000x020,"继发性肺结核（复治,单耐药）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x022,A15.000x022,"继发性肺结核（复治,多耐药）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x024,A15.000x024,"继发性肺结核（复治,广泛耐药）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x026,A15.000x026,"继发性肺结核（复治,耐多药）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.000x028,A15.000x028,"继发性肺结核（复治,药物敏感）涂阳培阳",icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.001,A15.001,肺结核瘤，痰镜检（+）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.002,A15.002,肺干酪性结核，痰镜检（+）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.003,A15.003,结核性肺纤维变性，痰镜检（+）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.004,A15.004,结核性肺炎，痰镜检（+）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.005,A15.005,结核性气胸，痰镜检（+）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.006,A15.006,结核性支气管扩张，痰镜检（+）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.007,A15.007,空洞型肺结核，痰镜检（+）,icd10_category_subcategory_A15.0
icd10_diagnostic_code_A15.100,A15.100,肺结核，仅经痰培养所证实,icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x001,A15.100x001,肺结核（仅痰培养证实）,icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x002,A15.100x002,"继发性肺结核（初治,单耐药）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x003,A15.100x003,"继发性肺结核（初治,多耐药）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x004,A15.100x004,"继发性肺结核（初治,广泛耐药）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x005,A15.100x005,"继发性肺结核（初治,耐多药）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x006,A15.100x006,"继发性肺结核（初治,药物敏感）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x007,A15.100x007,"继发性肺结核（复治,单耐药）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x008,A15.100x008,"继发性肺结核（复治,多耐药）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x009,A15.100x009,"继发性肺结核（复治,广泛耐药）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x010,A15.100x010,"继发性肺结核（复治,耐多药）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.100x011,A15.100x011,"继发性肺结核（复治,药物敏感）涂阴培阳",icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.101,A15.101,肺结核瘤，痰培养（+）,icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.102,A15.102,肺干酪性结核，痰培养（+）,icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.103,A15.103,结核性肺纤维变性，痰培养（+）,icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.104,A15.104,结核性肺炎，痰培养（+）,icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.105,A15.105,结核性气胸，痰培养（+）,icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.106,A15.106,结核性支气管扩张，痰培养（+）,icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.107,A15.107,空洞型肺结核，痰培养（+）,icd10_category_subcategory_A15.1
icd10_diagnostic_code_A15.200,A15.200,肺结核，经组织学所证实,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.200x001,A15.200x001,肺结核（组织学证实）,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.200x002,A15.200x002,结核性损毁肺（组织学+）,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.201,A15.201,肺结核瘤，病理（+）,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.202,A15.202,肺干酪性结核，病理（+）,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.203,A15.203,结核性肺纤维变性，病理（+）,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.204,A15.204,结核性肺炎，病理（+）,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.205,A15.205,结核性气胸，病理（+）,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.206,A15.206,结核性支气管扩张，病理（+）,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.207,A15.207,空洞型肺结核，病理（+）,icd10_category_subcategory_A15.2
icd10_diagnostic_code_A15.300,A15.300,肺结核，经证实的,icd10_category_subcategory_A15.3
icd10_diagnostic_code_A15.300x001,A15.300x001,肺结核（分子诊断证实）,icd10_category_subcategory_A15.3
icd10_diagnostic_code_A15.301,A15.301,肺结核瘤经证实（+）,icd10_category_subcategory_A15.3
icd10_diagnostic_code_A15.302,A15.302,肺干酪性结核经证实（+）,icd10_category_subcategory_A15.3
icd10_diagnostic_code_A15.303,A15.303,结核性肺纤维变性经证实（+）,icd10_category_subcategory_A15.3
icd10_diagnostic_code_A15.304,A15.304,结核性肺炎经证实（+）,icd10_category_subcategory_A15.3
icd10_diagnostic_code_A15.305,A15.305,结核性气胸经证实（+）,icd10_category_subcategory_A15.3
icd10_diagnostic_code_A15.306,A15.306,结核性支气管扩张经证实（+）,icd10_category_subcategory_A15.3
icd10_diagnostic_code_A15.307,A15.307,空洞型肺结核经证实（+）,icd10_category_subcategory_A15.3
icd10_diagnostic_code_A15.400,A15.400,胸腔内淋巴结结核，经细菌学和组织学所证实,icd10_category_subcategory_A15.4
icd10_diagnostic_code_A15.400x001,A15.400x001,肺门淋巴结结核（细菌学和组织学证实）,icd10_category_subcategory_A15.4
icd10_diagnostic_code_A15.401,A15.401,肺门淋巴结结核，病理（+）,icd10_category_subcategory_A15.4
