id,code,master_code,name,category
nhsa_jbzd_00_0100,"00.0100",True,"头和颈部血管治疗性超声","治疗性操作"
nhsa_jbzd_00_0101,"00.0101",True,"头部血管治疗性超声","治疗性操作"
nhsa_jbzd_00_0102,"00.0102",True,"颈部血管治疗性超声","治疗性操作"
nhsa_jbzd_00_0200,"00.0200",True,"心脏治疗性超声","治疗性操作"
nhsa_jbzd_00_0200x001,"00.0200x001",True,"心脏血管治疗性超声","治疗性操作"
nhsa_jbzd_00_0300,"00.0300",True,"周围血管治疗性超声","治疗性操作"
nhsa_jbzd_00_0900,"00.0900",True,"其他治疗性超声","治疗性操作"
nhsa_jbzd_00_0900x001,"00.0900x001",True,"治疗性超声","治疗性操作"
nhsa_jbzd_00_0901,"00.0901",True,"高强度聚焦超声治疗","治疗性操作"
nhsa_jbzd_00_1000,"00.1000",True,"化学治疗物质植入","治疗性操作"
nhsa_jbzd_00_1100,"00.1100",True,"重组人类活化C蛋白输注","治疗性操作"
nhsa_jbzd_00_1101,"00.1101",True,"重组蛋白输注","治疗性操作"
nhsa_jbzd_00_1200,"00.1200",True,"吸入一氧化氮管理","治疗性操作"
nhsa_jbzd_00_1201,"00.1201",True,"一氧化氮疗法","治疗性操作"
nhsa_jbzd_00_1300,"00.1300",True,"奈西立肽注射或输注","治疗性操作"
nhsa_jbzd_00_1301,"00.1301",True,"人类B型钠尿肽（hBNP）输注","治疗性操作"
nhsa_jbzd_00_1400,"00.1400",True,"噁唑烷酮类抗生素注射或输注","治疗性操作"
nhsa_jbzd_00_1400x001,"00.1400x001",True,"注射噁唑烷酮类抗生素","治疗性操作"
nhsa_jbzd_00_1400x002,"00.1400x002",True,"输注噁唑烷酮类抗生素","治疗性操作"
nhsa_jbzd_00_1500,"00.1500",True,"大剂量白细胞介素-2[IL-2]输注","治疗性操作"
nhsa_jbzd_00_1500x001,"00.1500x001",True,"输注白细胞介素","治疗性操作"
nhsa_jbzd_00_1500x002,"00.1500x002",True,"注射阿地白细胞介素","治疗性操作"
nhsa_jbzd_00_1600,"00.1600",True,"药物的静脉旁路移植[引导]加压疗法","治疗性操作"
nhsa_jbzd_00_1601,"00.1601",True,"经活体外血管治疗","治疗性操作"
nhsa_jbzd_00_1602,"00.1602",True,"高压移植[引导]","治疗性操作"
nhsa_jbzd_00_1700,"00.1700",True,"血管加压剂灌注","治疗性操作"
nhsa_jbzd_00_1800,"00.1800",True,"输注免疫抑制抗体疗法","治疗性操作"
nhsa_jbzd_00_1801,"00.1801",True,"单克隆抗体治疗","治疗性操作"
nhsa_jbzd_00_1802,"00.1802",True,"多克隆抗体治疗","治疗性操作"
nhsa_jbzd_00_1900,"00.1900",True,"经输注的血脑屏障破坏术[BBBD]","治疗性操作"
nhsa_jbzd_00_2100,"00.2100",True,"颅外脑血管的血管内显像","诊断性操作"
nhsa_jbzd_00_2101,"00.2101",True,"颈动脉血管内超声(IVUS)","诊断性操作"
nhsa_jbzd_00_2102,"00.2102",True,"颅外脑血管血管内超声(IVUS)","诊断性操作"
nhsa_jbzd_00_2200,"00.2200",True,"胸内血管的血管内显像","诊断性操作"
nhsa_jbzd_00_2201,"00.2201",True,"胸内血管血管内超声(IVUS)","诊断性操作"
nhsa_jbzd_00_2202,"00.2202",True,"胸主动脉血管内超声(IVUS)","诊断性操作"
nhsa_jbzd_00_2300,"00.2300",True,"周围血管的血管内显像","诊断性操作"
nhsa_jbzd_00_2300x002,"00.2300x002",True,"周围血管血管内超声(IVUS)","诊断性操作"
nhsa_jbzd_00_2300x003,"00.2300x003",True,"上肢血管血管内超声(IVUS)","诊断性操作"
nhsa_jbzd_00_2300x004,"00.2300x004",True,"下肢血管血管内超声(IVUS)","诊断性操作"
nhsa_jbzd_00_2400,"00.2400",True,"冠状血管的血管内显像","诊断性操作"
nhsa_jbzd_00_2400x001,"00.2400x001",True,"冠状动脉血管内超声(IVUS)","诊断性操作"
nhsa_jbzd_00_2500,"00.2500",True,"肾血管的血管内显像","诊断性操作"
nhsa_jbzd_00_2500x002,"00.2500x002",True,"肾血管血管内超声(IVUS)","诊断性操作"
nhsa_jbzd_00_2800,"00.2800",True,"血管内显像，其他特指的血管","诊断性操作"
nhsa_jbzd_00_2900,"00.2900",True,"血管内显像","诊断性操作"
nhsa_jbzd_00_2900x001,"00.2900x001",True,"血管内超声","诊断性操作"
nhsa_jbzd_00_3100,"00.3100",False,"CT/CTA的计算机辅助外科手术","治疗性操作"
nhsa_jbzd_00_3101,"00.3101",False,"CT导航计算机辅助外科手术","治疗性操作"
nhsa_jbzd_00_3200,"00.3200",False,"MR/MRA的计算机辅助外科手术","治疗性操作"
nhsa_jbzd_00_3200x001,"00.3200x001",False,"MRA神经导航辅助外科","治疗性操作"
nhsa_jbzd_00_3201,"00.3201",False,"MR神经导航计算机辅助外科手术","治疗性操作"
nhsa_jbzd_00_3300,"00.3300",False,"荧光透视的计算机辅助外科手术","治疗性操作"
nhsa_jbzd_00_3400,"00.3400",False,"非显像导航计算机辅助外科手术","治疗性操作"
nhsa_jbzd_00_3400x002,"00.3400x002",False,"磁导航计算机辅助外科","治疗性操作"
nhsa_jbzd_00_3500,"00.3500",False,"多数据的计算机辅助外科手术","治疗性操作"
nhsa_jbzd_00_3500x001,"00.3500x001",False,"显像导航计算机辅助外科","治疗性操作"
nhsa_jbzd_00_3900,"00.3900",False,"其他计算机辅助外科手术","治疗性操作"
nhsa_jbzd_00_3900x001,"00.3900x001",False,"计算机辅助外科","治疗性操作"
nhsa_jbzd_00_4000,"00.4000",False,"单根血管操作","治疗性操作"
nhsa_jbzd_00_4100,"00.4100",False,"两根血管操作","治疗性操作"
nhsa_jbzd_00_4200,"00.4200",False,"三根血管操作","治疗性操作"
nhsa_jbzd_00_4300,"00.4300",False,"四根或更多根血管操作","治疗性操作"
nhsa_jbzd_00_4301,"00.4301",False,"四根血管操作","治疗性操作"
nhsa_jbzd_00_4302,"00.4302",False,"四根以上血管操作","治疗性操作"
nhsa_jbzd_00_4400,"00.4400",False,"分支血管操作","治疗性操作"
nhsa_jbzd_00_4400x001,"00.4400x001",False,"血管分叉部位的操作","治疗性操作"
nhsa_jbzd_00_4500,"00.4500",False,"置入一根血管的支架","治疗性操作"
nhsa_jbzd_00_4600,"00.4600",False,"置入两根血管的支架","治疗性操作"
nhsa_jbzd_00_4700,"00.4700",False,"置入三根血管的支架","治疗性操作"
nhsa_jbzd_00_4800,"00.4800",False,"置入四根或更多根血管的支架","治疗性操作"
nhsa_jbzd_00_4801,"00.4801",False,"四根血管支架置入","治疗性操作"
nhsa_jbzd_00_4802,"00.4802",False,"四根以上血管支架置入","治疗性操作"
nhsa_jbzd_00_4900,"00.4900",True,"过饱和氧化治疗","治疗性操作"
nhsa_jbzd_00_5000,"00.5000",True,"心脏再同步起搏器置入未提及去除心脏纤颤，全系统[CRT-P]","治疗性操作"
nhsa_jbzd_00_5000x001,"00.5000x001",True,"双心室起搏器置入术","治疗性操作"
nhsa_jbzd_00_5001,"00.5001",True,"心脏再同步起搏器置入术","治疗性操作"
nhsa_jbzd_00_5002,"00.5002",True,"心脏再同步起搏器置换术","治疗性操作"
nhsa_jbzd_00_5100,"00.5100",True,"心脏再同步除颤器置入，全系统[CRT-D]","治疗性操作"
nhsa_jbzd_00_5100x001,"00.5100x001",True,"双心室起搏伴心内除颤器置入术","治疗性操作"
nhsa_jbzd_00_5101,"00.5101",True,"心脏再同步除颤器置入术","治疗性操作"
nhsa_jbzd_00_5102,"00.5102",True,"心脏再同步除颤器置换术","治疗性操作"
nhsa_jbzd_00_5200,"00.5200",True,"置入或置换经静脉入左心室冠状静脉系统的导线[电极]","治疗性操作"
nhsa_jbzd_00_5201,"00.5201",True,"左心室冠状静脉导线[电极]置入术","治疗性操作"
nhsa_jbzd_00_5202,"00.5202",True,"左心室冠状静脉导线[电极]置换术","治疗性操作"
nhsa_jbzd_00_5300,"00.5300",True,"仅置入或置换心脏再同步起搏器脉冲发生器[CRT-P]","治疗性操作"
nhsa_jbzd_00_5301,"00.5301",True,"心脏再同步起搏器脉冲发生器置入术","治疗性操作"
nhsa_jbzd_00_5302,"00.5302",True,"心脏再同步起搏器脉冲发生器置换术","治疗性操作"
nhsa_jbzd_00_5400,"00.5400",True,"仅置入或置换心脏再同步除颤器脉冲发生器装置[CRT-D]","治疗性操作"
nhsa_jbzd_00_5401,"00.5401",True,"心脏再同步除颤器脉冲发生器置入术","治疗性操作"
nhsa_jbzd_00_5402,"00.5402",True,"心脏再同步除颤器脉冲发生器置换术","治疗性操作"
nhsa_jbzd_00_5500,"00.5500",True,"其他周围血管药物洗脱支架置入","介入治疗"
nhsa_jbzd_00_5500x008,"00.5500x008",True,"经皮降主动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5500x009,"00.5500x009",True,"经皮周围动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5500x010,"00.5500x010",True,"经皮周围静脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5500x011,"00.5500x011",True,"经皮尺动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5500x012,"00.5500x012",True,"经皮腓动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5500x013,"00.5500x013",True,"经皮肱动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5500x014,"00.5500x014",True,"经皮桡动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5500x015,"00.5500x015",True,"经皮上肢静脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5500x016,"00.5500x016",True,"经皮头臂静脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5500x017,"00.5500x017",True,"经皮外周动脉可降解支架置入术","介入治疗"
nhsa_jbzd_00_5501,"00.5501",True,"锁骨下动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5502,"00.5502",True,"股总动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_5600,"00.5600",True,"置入或置换植入型压力传感器与导线，用于心内或大血管血液动力学监测","治疗性操作"
nhsa_jbzd_00_5601,"00.5601",True,"植入型压力传感器与导线的置入，用于心内或大血管血液动力学监测","治疗性操作"
nhsa_jbzd_00_5602,"00.5602",True,"植入型压力传感器与导线的置换，用于心内或大血管血液动力学监测","治疗性操作"
nhsa_jbzd_00_5700,"00.5700",True,"心内或大血管的血流动力学监测皮下装置置入或置换","治疗性操作"
nhsa_jbzd_00_5800,"00.5800",True,"置入动脉瘤囊内压力监测装置（手术中）","治疗性操作"
nhsa_jbzd_00_5900,"00.5900",True,"冠状动脉血管内压力测量","诊断性操作"
nhsa_jbzd_00_5900x003,"00.5900x003",True,"冠脉微循环阻力指数检查[IMR检查]","诊断性操作"
nhsa_jbzd_00_5901,"00.5901",True,"冠脉瞬时无波形比值检查[iFR检查]","诊断性操作"
nhsa_jbzd_00_5902,"00.5902",True,"冠状动脉血流储备分数检查","诊断性操作"
nhsa_jbzd_00_6000,"00.6000",True,"表浅股动脉药物洗脱支架置入","介入治疗"
nhsa_jbzd_00_6000x001,"00.6000x001",True,"经皮股动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_6100,"00.6100",True,"颅外血管经皮血管成形术","介入治疗"
nhsa_jbzd_00_6100x008,"00.6100x008",True,"经皮颈总动脉球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6100x012,"00.6100x012",True,"经皮颈静脉球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6101,"00.6101",True,"经皮颈动脉球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6102,"00.6102",True,"经皮椎动脉球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6200,"00.6200",True,"颅内血管经皮血管成形术","介入治疗"
nhsa_jbzd_00_6200x005,"00.6200x005",True,"经皮大脑中动脉球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6200x006,"00.6200x006",True,"经皮大脑前动脉球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6200x007,"00.6200x007",True,"经皮大脑后动脉球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6200x008,"00.6200x008",True,"经皮椎动脉颅内段球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6200x009,"00.6200x009",True,"经皮颈内动脉颅内段球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6201,"00.6201",True,"经皮基底动脉球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6202,"00.6202",True,"经皮交通动脉血管球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6300,"00.6300",True,"颈动脉支架经皮置入术","介入治疗"
nhsa_jbzd_00_6300x005,"00.6300x005",True,"经皮颈动脉远端保护装置置入术","介入治疗"
nhsa_jbzd_00_6300x006,"00.6300x006",True,"经皮颈动脉覆膜支架置入术","介入治疗"
nhsa_jbzd_00_6300x007,"00.6300x007",True,"经皮颈动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_6301,"00.6301",True,"脑保护伞下颈动脉支架置入术","介入治疗"
nhsa_jbzd_00_6400,"00.6400",True,"其他颅外动脉支架经皮置入","介入治疗"
nhsa_jbzd_00_6400x007,"00.6400x007",True,"经皮基底动脉支架置入术","介入治疗"
nhsa_jbzd_00_6400x009,"00.6400x009",True,"经皮椎动脉支架置入术","介入治疗"
nhsa_jbzd_00_6400x012,"00.6400x012",True,"经皮颅外动脉远端保护装置置入术","介入治疗"
nhsa_jbzd_00_6400x013,"00.6400x013",True,"经皮椎动脉药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_6400x014,"00.6400x014",True,"经皮椎动脉覆膜支架置入术","介入治疗"
nhsa_jbzd_00_6401,"00.6401",True,"经皮椎动脉非药物洗脱支架置入术","介入治疗"
nhsa_jbzd_00_6500,"00.6500",True,"颅内血管支架经皮置入","介入治疗"
nhsa_jbzd_00_6500x008,"00.6500x008",True,"经皮颅内动脉支架置入术","介入治疗"
nhsa_jbzd_00_6500x010,"00.6500x010",True,"经皮颅内动脉远端保护装置置入术","介入治疗"
nhsa_jbzd_00_6500x011,"00.6500x011",True,"经皮颅内静脉窦支架置入术","介入治疗"
nhsa_jbzd_00_6500x012,"00.6500x012",True,"经皮大脑前动脉支架置入术","介入治疗"
nhsa_jbzd_00_6500x013,"00.6500x013",True,"经皮大脑后动脉支架置入术","介入治疗"
nhsa_jbzd_00_6500x014,"00.6500x014",True,"经皮大脑中动脉支架置入术","介入治疗"
nhsa_jbzd_00_6600,"00.6600",True,"经皮冠状动脉腔内血管成形术[PTCA]","介入治疗"
nhsa_jbzd_00_6600x004,"00.6600x004",True,"经皮冠状动脉球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6600x008,"00.6600x008",True,"经皮冠状动脉药物球囊扩张成形术","介入治疗"
nhsa_jbzd_00_6700,"00.6700",True,"胸内动脉的血管内压力测量","诊断性操作"
nhsa_jbzd_00_6700x001,"00.6700x001",True,"肺动脉血流储备分数检查","诊断性操作"
nhsa_jbzd_00_6701,"00.6701",True,"主动脉血管内压测定","诊断性操作"
nhsa_jbzd_00_6800,"00.6800",True,"周围动脉的血管内压力测量","诊断性操作"
nhsa_jbzd_00_6800x001,"00.6800x001",True,"肢体动脉血管内压力测量","诊断性操作"
nhsa_jbzd_00_6900,"00.6900",True,"血管内压力测量，其他特指的和未特指的血管","诊断性操作"
nhsa_jbzd_00_6900x001,"00.6900x001",True,"血管内压力测量","诊断性操作"
nhsa_jbzd_00_6900x002,"00.6900x002",True,"髂部血管血管内压力测量","诊断性操作"
nhsa_jbzd_00_6900x003,"00.6900x003",True,"腹内血管血管内压力测量","诊断性操作"
nhsa_jbzd_00_6900x004,"00.6900x004",True,"肠系膜血管血管内压力测量","诊断性操作"
nhsa_jbzd_00_6900x005,"00.6900x005",True,"肾血管内压力测量","诊断性操作"
nhsa_jbzd_00_6901,"00.6901",True,"外周静脉内压力测量","诊断性操作"
nhsa_jbzd_00_7000,"00.7000",True,"髋关节置换修复术，双髋臼和股骨成分","手术"
nhsa_jbzd_00_7000x001,"00.7000x001",True,"全髋关节假体翻修术","手术"
nhsa_jbzd_00_7100,"00.7100",True,"髋关节置换修复术，髋臼成分","手术"
nhsa_jbzd_00_7100x001,"00.7100x001",True,"髋关节髋臼假体翻修术","手术"
nhsa_jbzd_00_7200,"00.7200",True,"髋关节置换修复术，股骨成分","手术"
nhsa_jbzd_00_7200x001,"00.7200x001",True,"髋关节股骨假体翻修术","手术"
nhsa_jbzd_00_7201,"00.7201",True,"人工股骨干和股骨头修复术","手术"
nhsa_jbzd_00_7300,"00.7300",True,"髋关节修复术伴仅髋臼衬垫置换和（或）股骨头","手术"
nhsa_jbzd_00_7300x001,"00.7300x001",True,"髋关节髋臼衬垫和股骨头翻修术","手术"
nhsa_jbzd_00_7300x002,"00.7300x002",True,"髋关节髋臼衬垫翻修术","手术"
nhsa_jbzd_00_7300x003,"00.7300x003",True,"髋关节股骨头翻修术","手术"
nhsa_jbzd_00_7301,"00.7301",True,"人工股骨头修复术","手术"
nhsa_jbzd_00_7400,"00.7400",False,"髋轴面，金属与聚乙烯","手术"
nhsa_jbzd_00_7500,"00.7500",False,"髋轴面，金属与金属","手术"
nhsa_jbzd_00_7600,"00.7600",False,"髋轴面，陶瓷与陶瓷","手术"
nhsa_jbzd_00_7601,"00.7601",False,"黑金股骨头","手术"
nhsa_jbzd_00_7700,"00.7700",False,"髋轴面，陶瓷与聚乙烯","手术"
nhsa_jbzd_00_7800,"00.7800",False,"髋轴面，陶瓷与金属","手术"
nhsa_jbzd_00_8000,"00.8000",True,"膝关节置换修复术，全部（所有成分）","手术"
nhsa_jbzd_00_8000x001,"00.8000x001",True,"全膝关节假体翻修术","手术"
nhsa_jbzd_00_8100,"00.8100",True,"膝关节置换修复术，胫骨成分","手术"
nhsa_jbzd_00_8100x001,"00.8100x001",True,"膝关节胫骨假体翻修术","手术"
nhsa_jbzd_00_8200,"00.8200",True,"膝关节置换修复术，股骨成分","手术"
nhsa_jbzd_00_8200x001,"00.8200x001",True,"膝关节股骨假体翻修术","手术"
nhsa_jbzd_00_8201,"00.8201",True,"膝关节置换修复术，股骨成分伴胫骨（衬垫）置入","手术"
nhsa_jbzd_00_8300,"00.8300",True,"膝关节置换修复术，髌骨成分","手术"
nhsa_jbzd_00_8300x001,"00.8300x001",True,"膝关节髌骨假体翻修术","手术"
nhsa_jbzd_00_8400,"00.8400",True,"全膝关节置换修复术，胫骨置入（衬垫）","手术"
nhsa_jbzd_00_8400x001,"00.8400x001",True,"膝关节胫骨衬垫翻修术","手术"
nhsa_jbzd_00_8500,"00.8500",True,"髋关节表面置换，全部，髋臼和股骨头","手术"
nhsa_jbzd_00_8500x001,"00.8500x001",True,"全髋关节表面置换术","手术"
nhsa_jbzd_00_8600,"00.8600",True,"髋关节表面置换，部分的，股骨头","手术"
nhsa_jbzd_00_8600x001,"00.8600x001",True,"股骨头表面置换术","手术"
nhsa_jbzd_00_8700,"00.8700",True,"髋关节表面置换，部分的，髋臼","手术"
nhsa_jbzd_00_8700x001,"00.8700x001",True,"髋臼表面置换术","手术"
nhsa_jbzd_00_9100,"00.9100",False,"与供者有血缘关系的活体移植","手术"
nhsa_jbzd_00_9200,"00.9200",False,"与供者无血缘关系的活体移植","手术"
nhsa_jbzd_00_9300,"00.9300",False,"从尸体上移植","手术"
nhsa_jbzd_00_9400,"00.9400",True,"手术中神经生理监测","手术"
nhsa_jbzd_01_0100,"01.0100",True,"脑池穿刺","治疗性操作"
nhsa_jbzd_01_0100x002,"01.0100x002",True,"小脑延髓池穿刺术","治疗性操作"
nhsa_jbzd_01_0200,"01.0200",True,"经以前植入导管的脑室穿刺","治疗性操作"
nhsa_jbzd_01_0200x001,"01.0200x001",True,"经脑室分流导管脑室穿刺术","治疗性操作"
nhsa_jbzd_01_0900,"01.0900",True,"其他颅的穿刺","治疗性操作"
nhsa_jbzd_01_0900x002,"01.0900x002",True,"脑室穿刺术","治疗性操作"
nhsa_jbzd_01_0900x003,"01.0900x003",True,"前囟门穿刺术","治疗性操作"
nhsa_jbzd_01_0900x004,"01.0900x004",True,"硬脑膜下腔穿刺抽吸术","治疗性操作"
nhsa_jbzd_01_0900x005,"01.0900x005",True,"小脑穿刺术","治疗性操作"
nhsa_jbzd_01_0901,"01.0901",True,"颅内穿刺引流术","治疗性操作"
nhsa_jbzd_01_1000,"01.1000",True,"颅内压监测","诊断性操作"
nhsa_jbzd_01_1000x001,"01.1000x001",True,"颅压监护探极置入术","诊断性操作"
nhsa_jbzd_01_1100,"01.1100",True,"闭合性[经皮][针吸]脑膜活组织检查","诊断性操作"
nhsa_jbzd_01_1100x001,"01.1100x001",True,"经皮脑膜活检","诊断性操作"
nhsa_jbzd_01_1200,"01.1200",True,"开放性脑膜活组织检查","手术"
nhsa_jbzd_01_1200x001,"01.1200x001",True,"鼻内镜下脑膜活组织检查","手术"
nhsa_jbzd_01_1300,"01.1300",True,"闭合性[经皮][针吸]大脑活组织检查","诊断性操作"
nhsa_jbzd_01_1300x001,"01.1300x001",True,"经皮脑活检","诊断性操作"
nhsa_jbzd_01_1300x002,"01.1300x002",True,"立体定向脑活检","诊断性操作"
nhsa_jbzd_01_1301,"01.1301",True,"神经导航下颅内病变活组织检查","诊断性操作"
nhsa_jbzd_01_1400,"01.1400",True,"开放性大脑活组织检查","手术"
nhsa_jbzd_01_1400x001,"01.1400x001",True,"脑室镜下脑活组织检查","手术"
nhsa_jbzd_01_1500,"01.1500",True,"颅骨活组织检查","手术"
nhsa_jbzd_01_1600,"01.1600",True,"颅内氧监测","诊断性操作"
nhsa_jbzd_01_1600x001,"01.1600x001",True,"脑氧分压监护探头置入术","治疗性操作"
nhsa_jbzd_01_1700,"01.1700",True,"脑温度监测","诊断性操作"
nhsa_jbzd_01_1700x001,"01.1700x001",True,"脑温探头置入术","治疗性操作"
nhsa_jbzd_01_1800,"01.1800",True,"大脑和脑膜其他诊断性操作","诊断性操作"
nhsa_jbzd_01_1800x002,"01.1800x002",True,"神经内镜检查术","手术"
nhsa_jbzd_01_1900,"01.1900",True,"颅骨其他诊断性操作","诊断性操作"
nhsa_jbzd_01_2000,"01.2000",True,"颅神经刺激脉冲发生器植入或置换","手术"
nhsa_jbzd_01_2001,"01.2001",True,"颅神经刺激脉冲发生器植入","手术"
nhsa_jbzd_01_2002,"01.2002",True,"颅神经刺激脉冲发生器置换","手术"
nhsa_jbzd_01_2100,"01.2100",True,"脑静脉窦切开引流术","手术"
nhsa_jbzd_01_2100x001,"01.2100x001",True,"颅静脉窦切开修补术","手术"
nhsa_jbzd_01_2200,"01.2200",True,"去除颅内神经刺激器导线","手术"
nhsa_jbzd_01_2300,"01.2300",True,"颅骨切开术部位的再切开","手术"
nhsa_jbzd_01_2400,"01.2400",True,"其他颅骨切开术","手术"
nhsa_jbzd_01_2400x005,"01.2400x005",True,"开颅探查术","手术"
nhsa_jbzd_01_2400x009,"01.2400x009",True,"颅内脓肿引流术","手术"
nhsa_jbzd_01_2400x013,"01.2400x013",True,"硬脑膜外血肿清除术","手术"
nhsa_jbzd_01_2400x018,"01.2400x018",True,"硬脑膜切开术","手术"
nhsa_jbzd_01_2401,"01.2401",True,"颅后窝血肿清除术","手术"
nhsa_jbzd_01_2402,"01.2402",True,"颅骨切开引流术","手术"
nhsa_jbzd_01_2403,"01.2403",True,"延髓前方减压术","手术"
nhsa_jbzd_01_2404,"01.2404",True,"环枕减压术","手术"
nhsa_jbzd_01_2405,"01.2405",True,"硬膜外脓肿清除术","手术"
nhsa_jbzd_01_2406,"01.2406",True,"神经内镜下环枕减压术","手术"
nhsa_jbzd_01_2407,"01.2407",True,"颅骨钻孔探查术","手术"
nhsa_jbzd_01_2408,"01.2408",True,"颅内血肿清除术","手术"
nhsa_jbzd_01_2409,"01.2409",True,"颅骨钻孔引流术","手术"
nhsa_jbzd_01_2410,"01.2410",True,"颞肌下减压术","手术"
nhsa_jbzd_01_2411,"01.2411",True,"颅骨切开减压术","手术"
nhsa_jbzd_01_2412,"01.2412",True,"硬脑膜外切开引流术","手术"
nhsa_jbzd_01_2413,"01.2413",True,"颅骨去骨瓣减压术","手术"
nhsa_jbzd_01_2414,"01.2414",True,"颅骨钻孔减压术","手术"
nhsa_jbzd_01_2415,"01.2415",True,"颅骨切开异物取出术","手术"
nhsa_jbzd_01_2500,"01.2500",True,"其他颅骨切除术","手术"
nhsa_jbzd_01_2500x003,"01.2500x003",True,"颅骨清创术","手术"
nhsa_jbzd_01_2501,"01.2501",True,"颞骨全切除术","手术"
nhsa_jbzd_01_2502,"01.2502",True,"颞骨部分切除术","手术"
nhsa_jbzd_01_2503,"01.2503",True,"颅骨部分切除术","手术"
nhsa_jbzd_01_2504,"01.2504",True,"颅骨死骨切除术","手术"
nhsa_jbzd_01_2505,"01.2505",True,"眶板眶顶切除术","手术"
nhsa_jbzd_01_2506,"01.2506",True,"颅骨骨碎片取除术","手术"
nhsa_jbzd_01_2507,"01.2507",True,"茎突截短术","手术"
nhsa_jbzd_01_2600,"01.2600",True,"颅腔或组织的导管置入术","手术"
nhsa_jbzd_01_2700,"01.2700",True,"颅腔或组织的导管去除术","手术"
nhsa_jbzd_01_2800,"01.2800",True,"经伯尔孔的脑内导管放置术","手术"
nhsa_jbzd_01_2900,"01.2900",True,"颅神经刺激脉冲发生器去除术","手术"
nhsa_jbzd_01_3100,"01.3100",True,"脑膜切开术","手术"
nhsa_jbzd_01_3101,"01.3101",True,"脑膜切开伴蛛网膜下腔血肿引流术","手术"
nhsa_jbzd_01_3102,"01.3102",True,"脑膜切开伴蛛网膜下腔脓肿引流术","手术"
nhsa_jbzd_01_3103,"01.3103",True,"脑膜切开伴硬脑膜下脓肿引流术","手术"
nhsa_jbzd_01_3104,"01.3104",True,"脑膜切开伴硬脑膜下腔血肿清除术","手术"
nhsa_jbzd_01_3105,"01.3105",True,"硬脑膜下切开引流术","手术"
nhsa_jbzd_01_3106,"01.3106",True,"脑蛛网膜下腔切开引流术","手术"
nhsa_jbzd_01_3107,"01.3107",True,"脑膜切开引流术","手术"
nhsa_jbzd_01_3108,"01.3108",True,"硬脑膜下钻孔引流术","手术"
nhsa_jbzd_01_3200,"01.3200",True,"脑叶切开术和(神经)束切断术","手术"
nhsa_jbzd_01_3201,"01.3201",True,"脑叶切开术","手术"
nhsa_jbzd_01_3202,"01.3202",True,"脑神经束切断术","手术"
nhsa_jbzd_01_3203,"01.3203",True,"经皮扣带回切断术","手术"
nhsa_jbzd_01_3204,"01.3204",True,"延髓束切断术","手术"
nhsa_jbzd_01_3205,"01.3205",True,"胼胝体切开术","手术"
nhsa_jbzd_01_3206,"01.3206",True,"颅内立体定向双侧扣带回毁损术","手术"
nhsa_jbzd_01_3900,"01.3900",True,"脑的其他切开术","手术"
nhsa_jbzd_01_3900x002,"01.3900x002",True,"脑白质切开术","手术"
nhsa_jbzd_01_3900x003,"01.3900x003",True,"颅内血肿硬通道穿刺引流术","手术"
nhsa_jbzd_01_3900x007,"01.3900x007",True,"脑切开术","手术"
nhsa_jbzd_01_3900x009,"01.3900x009",True,"脑内血肿清除术","手术"
nhsa_jbzd_01_3900x012,"01.3900x012",True,"经外侧裂脑内血肿清除术","手术"
nhsa_jbzd_01_3900x013,"01.3900x013",True,"立体定向颅内血肿穿刺引流术","手术"
nhsa_jbzd_01_3900x016,"01.3900x016",True,"脑脓肿穿刺引流术","手术"
nhsa_jbzd_01_3900x017,"01.3900x017",True,"立体定向脑切开引流术","手术"
nhsa_jbzd_01_3901,"01.3901",True,"脑室钻孔引流术","手术"
nhsa_jbzd_01_3902,"01.3902",True,"脑室切开引流术","手术"
nhsa_jbzd_01_3903,"01.3903",True,"杏仁核海马切开术","手术"
nhsa_jbzd_01_3904,"01.3904",True,"经颞叶脑血肿清除术","手术"
