name,primary,secondary,tertiary,common_name,material,specifications,enterprise
C0101010010100103941,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,001-全覆膜,南京法迈特科技发展有限公司
C0101010010100104744,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,001-全覆膜,麦瑞通医疗器械（北京）有限公司
C0101010010100104937,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,001-全覆膜,南微医学科技股份有限公司
C0101010010100403941,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,004-半覆膜,南京法迈特科技发展有限公司
C0101010010100404937,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,004-半覆膜,南微医学科技股份有限公司
C0101010010100411325,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,004-半覆膜,波科国际医疗贸易（上海）有限公司
C0101010010100704900,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,007-非覆膜,常州佳森医疗器械有限公司
C0101010010100704937,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,007-非覆膜,南微医学科技股份有限公司
C0101010010100709820,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,007-非覆膜,常州市智业医疗仪器研究所有限公司
C0101010010100711325,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,01-镍钛合金,007-非覆膜,波科国际医疗贸易（上海）有限公司
C0101010010200107555,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,02-不锈钢,001-全覆膜,淮安市西格玛医用实业有限公司
C0101010010200110088,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,02-不锈钢,001-全覆膜,青岛中惠圣熙生物工程有限公司
C0101010010300101530,01-非血管介入治疗类材料,01-呼吸介入材料,01-气管支气管支架,001-支架,03-硅酮,001-全覆膜,广州东合伟信医疗科技发展有限公司
C0101020020100107834,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,001-止血球囊/单级球囊/普通,奥林巴斯贸易（上海）有限公司
C0101020020100504937,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,005-扩张球囊/单级球囊/普通,南微医学科技股份有限公司
C0101020020100510872,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,005-扩张球囊/单级球囊/普通,上海英诺伟医疗器械股份有限公司
C0101020020100519374,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,005-扩张球囊/单级球囊/普通,江苏真由美生物科技有限公司
C0101020020100602277,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,江苏常美医疗器械有限公司
C0101020020100604740,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,河南驼人贝斯特医疗器械有限公司
C0101020020100604937,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,南微医学科技股份有限公司
C0101020020100609895,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,广东富江医学科技有限公司
C0101020020100610872,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,上海英诺伟医疗器械股份有限公司
C0101020020100611323,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,常州市久虹医疗器械有限公司
C0101020020100612509,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,兰州慈力医疗器械有限公司
C0101020020100613213,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,宁波新跃医疗科技股份有限公司
C0101020020100614597,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,南京金石医疗科技有限公司
C0101020020100619723,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,安徽百诺佳医疗科技有限公司
C0101020020100704937,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,007-扩张球囊/多级球囊/普通,南微医学科技股份有限公司
C0101020020100802277,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,江苏常美医疗器械有限公司
C0101020020100803852,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,宁波胜杰康生物科技有限公司
C0101020020100808752,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,常州乐奥医疗科技股份有限公司
C0101020020100810872,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,上海英诺伟医疗器械股份有限公司
C0101020020100811325,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,波科国际医疗贸易（上海）有限公司
C0101020020100811889,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,苏州市倍咏医疗科技有限公司
C0101020020100812518,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,苏州市美新迪斯医疗科技有限公司
C0101020020100814554,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,深圳市美好创亿医疗科技股份有限公司
C0101020020100818717,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,东莞天天向上医疗科技有限公司
C0101020020100821285,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,金傅（北京）医疗科技有限公司
C0101020020200503588,01-非血管介入治疗类材料,01-呼吸介入材料,02-气道球囊,002-球囊,02-聚对苯二甲酸乙二醇脂（PET）,005-扩张球囊/单级球囊/普通,杭州堃博生物科技有限公司
C0101030030100100841,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,苏州法兰克曼医疗器械有限公司
C0101030030100102277,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,江苏常美医疗器械有限公司
C0101030030100102573,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,普瑞斯星（常州）医疗器械有限公司
C0101030030100104740,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,河南驼人贝斯特医疗器械有限公司
C0101030030100104937,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,南微医学科技股份有限公司
C0101030030100108752,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,常州乐奥医疗科技股份有限公司
C0101030030100109895,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,广东富江医学科技有限公司
C0101030030100111323,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,常州市久虹医疗器械有限公司
C0101030030100111325,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,波科国际医疗贸易（上海）有限公司
C0101030030100112037,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,浙江医高医疗科技有限公司
C0101030030100112509,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,兰州慈力医疗器械有限公司
C0101030030100113213,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,宁波新跃医疗科技股份有限公司
C0101030030100117584,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,四川普瑞顺祥医疗器械有限公司
C0101030030100118717,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,东莞天天向上医疗科技有限公司
C0101030030100119723,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,安徽百诺佳医疗科技有限公司
C0101030030100121285,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,001-末端有亲水涂层,金傅（北京）医疗科技有限公司
C0101030030100202277,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,002-末端无亲水涂层,江苏常美医疗器械有限公司
C0101030030100208290,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,002-末端无亲水涂层,常州德天医疗器械有限公司
C0101030030100210872,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,002-末端无亲水涂层,上海英诺伟医疗器械股份有限公司
C0101030030100212037,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,002-末端无亲水涂层,浙江医高医疗科技有限公司
C0101030030100218717,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,002-末端无亲水涂层,东莞天天向上医疗科技有限公司
C0101030030100219723,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,01-镍钛合金,002-末端无亲水涂层,安徽百诺佳医疗科技有限公司
C0101030030200221240,01-非血管介入治疗类材料,01-呼吸介入材料,03-气道导丝,003-导丝,02-其他,002-末端无亲水涂层,北京赛舒特医疗器械有限公司
C0101040040000103588,01-非血管介入治疗类材料,01-呼吸介入材料,04-气道射频导管,004-导管,00-不区分,001-单电极,杭州堃博生物科技有限公司
C0101040040000303588,01-非血管介入治疗类材料,01-呼吸介入材料,04-气道射频导管,004-导管,00-不区分,003-多电极,杭州堃博生物科技有限公司
C0101040040000311325,01-非血管介入治疗类材料,01-呼吸介入材料,04-气道射频导管,004-导管,00-不区分,003-多电极,波科国际医疗贸易（上海）有限公司
C0101060060000000841,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,苏州法兰克曼医疗器械有限公司
C0101060060000001105,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,常州贺利氏微创医疗器械有限公司
C0101060060000002277,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,江苏常美医疗器械有限公司
C0101060060000002601,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,常州洛克曼医疗器械有限公司
C0101060060000003089,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,库克（中国）医疗贸易有限公司
C0101060060000004937,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,南微医学科技股份有限公司
C0101060060000005585,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,扬州富达医疗器械有限公司
C0101060060000006087,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,安瑞医疗器械（杭州）有限公司
C0101060060000007834,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,奥林巴斯贸易（上海）有限公司
C0101060060000008041,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,江苏唯德康医疗科技有限公司
C0101060060000008196,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,江苏康进医疗器材有限公司
C0101060060000008290,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,常州德天医疗器械有限公司
C0101060060000008610,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,普昂（杭州）医疗科技股份有限公司
C0101060060000008779,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,杭州康生医疗器械有限公司
C0101060060000008929,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,上海埃尔顿医疗器械有限公司
C0101060060000008995,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,诸暨市鹏天医疗器械有限公司
C0101060060000009895,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,广东富江医学科技有限公司
C0101060060000011323,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,常州市久虹医疗器械有限公司
C0101060060000011492,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,江苏柯汇医疗科技有限公司
C0101060060000012037,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,浙江医高医疗科技有限公司
C0101060060000012308,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,江苏格里特医疗科技有限公司
C0101060060000014597,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,南京金石医疗科技有限公司
C0101060060000016587,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,成都安捷畅医疗科技有限公司
C0101060060000018578,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,常州朗合医疗器械有限公司
C0101060060000019374,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,江苏真由美生物科技有限公司
C0101060060000020064,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,飘迈医疗用品（扬州）有限公司
C0101060060000021240,01-非血管介入治疗类材料,01-呼吸介入材料,06-呼吸类细胞刷,006-细胞刷,00-不区分,000-常规,北京赛舒特医疗器械有限公司
C0101070070000101105,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,常州贺利氏微创医疗器械有限公司
C0101070070000104937,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,南微医学科技股份有限公司
C0101070070000105600,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏安特尔医疗科技有限公司
C0101070070000106087,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,安瑞医疗器械（杭州）有限公司
C0101070070000107834,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,奥林巴斯贸易（上海）有限公司
C0101070070000108041,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏唯德康医疗科技有限公司
C0101070070000108196,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏康进医疗器材有限公司
C0101070070000108610,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,普昂（杭州）医疗科技股份有限公司
C0101070070000108929,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,上海埃尔顿医疗器械有限公司
C0101070070000110148,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,上海威尔逊光电仪器有限公司
C0101070070000111325,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,波科国际医疗贸易（上海）有限公司
C0101070070000111492,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏柯汇医疗科技有限公司
C0101070070000111544,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,扬州发特利医疗器械科技有限公司
C0101070070000111774,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,浙江朗特医疗科技有限公司
C0101070070000112037,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,浙江医高医疗科技有限公司
C0101070070000112308,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏格里特医疗科技有限公司
C0101070070000114597,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,南京金石医疗科技有限公司
C0101070070000115753,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,新光维医疗科技（苏州）股份有限公司
C0101070070000116049,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,安徽康昕医疗器械有限公司
C0101070070000117165,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,浙江首鼎医学科技有限公司
C0101070070000117657,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,苏州越众生物科技有限公司
C0101070070000119601,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,湖南唯德康医疗科技有限公司
C0101070070000121240,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,北京赛舒特医疗器械有限公司
C0101070070000122404,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏科威琦医学科技有限公司
C0101070070000200841,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,苏州法兰克曼医疗器械有限公司
C0101070070000202277,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏常美医疗器械有限公司
C0101070070000204937,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,南微医学科技股份有限公司
C0101070070000205600,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏安特尔医疗科技有限公司
C0101070070000207834,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,奥林巴斯贸易（上海）有限公司
C0101070070000208041,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏唯德康医疗科技有限公司
C0101070070000208196,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏康进医疗器材有限公司
C0101070070000208610,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,普昂（杭州）医疗科技股份有限公司
C0101070070000208929,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,上海埃尔顿医疗器械有限公司
C0101070070000210148,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,上海威尔逊光电仪器有限公司
C0101070070000211492,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏柯汇医疗科技有限公司
C0101070070000211774,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,浙江朗特医疗科技有限公司
C0101070070000212037,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,浙江医高医疗科技有限公司
C0101070070000212308,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏格里特医疗科技有限公司
C0101070070000213892,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,西安高通医学发展有限公司
C0101070070000214122,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,苏州优脉瑞医疗科技有限公司
C0101070070000214597,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,南京金石医疗科技有限公司
C0101070070000216049,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,安徽康昕医疗器械有限公司
C0101070070000217165,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,浙江首鼎医学科技有限公司
C0101070070000217657,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,苏州越众生物科技有限公司
C0101070070000219374,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏真由美生物科技有限公司
C0101070070000219601,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,湖南唯德康医疗科技有限公司
C0101070070000221240,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,北京赛舒特医疗器械有限公司
C0101070070000222404,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏科威琦医学科技有限公司
C0101070070000301105,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,常州贺利氏微创医疗器械有限公司
C0101070070000302601,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,常州洛克曼医疗器械有限公司
C0101070070000304937,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,南微医学科技股份有限公司
C0101070070000305600,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,江苏安特尔医疗科技有限公司
C0101070070000306087,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,安瑞医疗器械（杭州）有限公司
C0101070070000307834,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,奥林巴斯贸易（上海）有限公司
C0101070070000308041,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,江苏唯德康医疗科技有限公司
C0101070070000308196,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,江苏康进医疗器材有限公司
C0101070070000308610,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,普昂（杭州）医疗科技股份有限公司
C0101070070000308929,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,上海埃尔顿医疗器械有限公司
C0101070070000310148,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,上海威尔逊光电仪器有限公司
C0101070070000310602,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,常州智力微创医疗器械有限公司
C0101070070000311323,01-非血管介入治疗类材料,01-呼吸介入材料,07-呼吸活检钳,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,常州市久虹医疗器械有限公司
