id,name,nhsa_consumables_categ_id/id,common_name,material,specifications,enterprise
nhsa_consumables_C0101010010100103941,C0101010010100103941,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,001-全覆膜,南京法迈特科技发展有限公司
nhsa_consumables_C0101010010100104744,C0101010010100104744,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,001-全覆膜,麦瑞通医疗器械（北京）有限公司
nhsa_consumables_C0101010010100104937,C0101010010100104937,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,001-全覆膜,南微医学科技股份有限公司
nhsa_consumables_C0101010010100403941,C0101010010100403941,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,004-半覆膜,南京法迈特科技发展有限公司
nhsa_consumables_C0101010010100404937,C0101010010100404937,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,004-半覆膜,南微医学科技股份有限公司
nhsa_consumables_C0101010010100411325,C0101010010100411325,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,004-半覆膜,波科国际医疗贸易（上海）有限公司
nhsa_consumables_C0101010010100704900,C0101010010100704900,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,007-非覆膜,常州佳森医疗器械有限公司
nhsa_consumables_C0101010010100704937,C0101010010100704937,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,007-非覆膜,南微医学科技股份有限公司
nhsa_consumables_C0101010010100709820,C0101010010100709820,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,007-非覆膜,常州市智业医疗仪器研究所有限公司
nhsa_consumables_C0101010010100711325,C0101010010100711325,nhsa_consumables_category_C010101,001-支架,01-镍钛合金,007-非覆膜,波科国际医疗贸易（上海）有限公司
nhsa_consumables_C0101010010200107555,C0101010010200107555,nhsa_consumables_category_C010101,001-支架,02-不锈钢,001-全覆膜,淮安市西格玛医用实业有限公司
nhsa_consumables_C0101010010200110088,C0101010010200110088,nhsa_consumables_category_C010101,001-支架,02-不锈钢,001-全覆膜,青岛中惠圣熙生物工程有限公司
nhsa_consumables_C0101010010300101530,C0101010010300101530,nhsa_consumables_category_C010101,001-支架,03-硅酮,001-全覆膜,广州东合伟信医疗科技发展有限公司
nhsa_consumables_C0101020020100107834,C0101020020100107834,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,001-止血球囊/单级球囊/普通,奥林巴斯贸易（上海）有限公司
nhsa_consumables_C0101020020100504937,C0101020020100504937,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,005-扩张球囊/单级球囊/普通,南微医学科技股份有限公司
nhsa_consumables_C0101020020100510872,C0101020020100510872,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,005-扩张球囊/单级球囊/普通,上海英诺伟医疗器械股份有限公司
nhsa_consumables_C0101020020100519374,C0101020020100519374,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,005-扩张球囊/单级球囊/普通,江苏真由美生物科技有限公司
nhsa_consumables_C0101020020100602277,C0101020020100602277,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,江苏常美医疗器械有限公司
nhsa_consumables_C0101020020100604740,C0101020020100604740,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,河南驼人贝斯特医疗器械有限公司
nhsa_consumables_C0101020020100604937,C0101020020100604937,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,南微医学科技股份有限公司
nhsa_consumables_C0101020020100609895,C0101020020100609895,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,广东富江医学科技有限公司
nhsa_consumables_C0101020020100610872,C0101020020100610872,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,上海英诺伟医疗器械股份有限公司
nhsa_consumables_C0101020020100611323,C0101020020100611323,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,常州市久虹医疗器械有限公司
nhsa_consumables_C0101020020100612509,C0101020020100612509,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,兰州慈力医疗器械有限公司
nhsa_consumables_C0101020020100613213,C0101020020100613213,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,宁波新跃医疗科技股份有限公司
nhsa_consumables_C0101020020100614597,C0101020020100614597,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,南京金石医疗科技有限公司
nhsa_consumables_C0101020020100619723,C0101020020100619723,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,006-扩张球囊/单级球囊/可过导丝,安徽百诺佳医疗科技有限公司
nhsa_consumables_C0101020020100704937,C0101020020100704937,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,007-扩张球囊/多级球囊/普通,南微医学科技股份有限公司
nhsa_consumables_C0101020020100802277,C0101020020100802277,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,江苏常美医疗器械有限公司
nhsa_consumables_C0101020020100803852,C0101020020100803852,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,宁波胜杰康生物科技有限公司
nhsa_consumables_C0101020020100808752,C0101020020100808752,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,常州乐奥医疗科技股份有限公司
nhsa_consumables_C0101020020100810872,C0101020020100810872,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,上海英诺伟医疗器械股份有限公司
nhsa_consumables_C0101020020100811325,C0101020020100811325,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,波科国际医疗贸易（上海）有限公司
nhsa_consumables_C0101020020100811889,C0101020020100811889,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,苏州市倍咏医疗科技有限公司
nhsa_consumables_C0101020020100812518,C0101020020100812518,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,苏州市美新迪斯医疗科技有限公司
nhsa_consumables_C0101020020100814554,C0101020020100814554,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,深圳市美好创亿医疗科技股份有限公司
nhsa_consumables_C0101020020100818717,C0101020020100818717,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,东莞天天向上医疗科技有限公司
nhsa_consumables_C0101020020100821285,C0101020020100821285,nhsa_consumables_category_C010102,002-球囊,01-嵌段聚醚酰胺树脂（Pebax）,008-扩张球囊/多级球囊/可过导丝,金傅（北京）医疗科技有限公司
nhsa_consumables_C0101020020200503588,C0101020020200503588,nhsa_consumables_category_C010102,002-球囊,02-聚对苯二甲酸乙二醇脂（PET）,005-扩张球囊/单级球囊/普通,杭州堃博生物科技有限公司
nhsa_consumables_C0101030030100100841,C0101030030100100841,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,苏州法兰克曼医疗器械有限公司
nhsa_consumables_C0101030030100102277,C0101030030100102277,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,江苏常美医疗器械有限公司
nhsa_consumables_C0101030030100102573,C0101030030100102573,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,普瑞斯星（常州）医疗器械有限公司
nhsa_consumables_C0101030030100104740,C0101030030100104740,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,河南驼人贝斯特医疗器械有限公司
nhsa_consumables_C0101030030100104937,C0101030030100104937,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,南微医学科技股份有限公司
nhsa_consumables_C0101030030100108752,C0101030030100108752,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,常州乐奥医疗科技股份有限公司
nhsa_consumables_C0101030030100109895,C0101030030100109895,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,广东富江医学科技有限公司
nhsa_consumables_C0101030030100111323,C0101030030100111323,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,常州市久虹医疗器械有限公司
nhsa_consumables_C0101030030100111325,C0101030030100111325,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,波科国际医疗贸易（上海）有限公司
nhsa_consumables_C0101030030100112037,C0101030030100112037,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,浙江医高医疗科技有限公司
nhsa_consumables_C0101030030100112509,C0101030030100112509,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,兰州慈力医疗器械有限公司
nhsa_consumables_C0101030030100113213,C0101030030100113213,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,宁波新跃医疗科技股份有限公司
nhsa_consumables_C0101030030100117584,C0101030030100117584,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,四川普瑞顺祥医疗器械有限公司
nhsa_consumables_C0101030030100118717,C0101030030100118717,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,东莞天天向上医疗科技有限公司
nhsa_consumables_C0101030030100119723,C0101030030100119723,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,安徽百诺佳医疗科技有限公司
nhsa_consumables_C0101030030100121285,C0101030030100121285,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,001-末端有亲水涂层,金傅（北京）医疗科技有限公司
nhsa_consumables_C0101030030100202277,C0101030030100202277,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,002-末端无亲水涂层,江苏常美医疗器械有限公司
nhsa_consumables_C0101030030100208290,C0101030030100208290,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,002-末端无亲水涂层,常州德天医疗器械有限公司
nhsa_consumables_C0101030030100210872,C0101030030100210872,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,002-末端无亲水涂层,上海英诺伟医疗器械股份有限公司
nhsa_consumables_C0101030030100212037,C0101030030100212037,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,002-末端无亲水涂层,浙江医高医疗科技有限公司
nhsa_consumables_C0101030030100218717,C0101030030100218717,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,002-末端无亲水涂层,东莞天天向上医疗科技有限公司
nhsa_consumables_C0101030030100219723,C0101030030100219723,nhsa_consumables_category_C010103,003-导丝,01-镍钛合金,002-末端无亲水涂层,安徽百诺佳医疗科技有限公司
nhsa_consumables_C0101030030200221240,C0101030030200221240,nhsa_consumables_category_C010103,003-导丝,02-其他,002-末端无亲水涂层,北京赛舒特医疗器械有限公司
nhsa_consumables_C0101040040000103588,C0101040040000103588,nhsa_consumables_category_C010104,004-导管,00-不区分,001-单电极,杭州堃博生物科技有限公司
nhsa_consumables_C0101040040000303588,C0101040040000303588,nhsa_consumables_category_C010104,004-导管,00-不区分,003-多电极,杭州堃博生物科技有限公司
nhsa_consumables_C0101040040000311325,C0101040040000311325,nhsa_consumables_category_C010104,004-导管,00-不区分,003-多电极,波科国际医疗贸易（上海）有限公司
nhsa_consumables_C0101060060000000841,C0101060060000000841,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,苏州法兰克曼医疗器械有限公司
nhsa_consumables_C0101060060000001105,C0101060060000001105,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,常州贺利氏微创医疗器械有限公司
nhsa_consumables_C0101060060000002277,C0101060060000002277,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,江苏常美医疗器械有限公司
nhsa_consumables_C0101060060000002601,C0101060060000002601,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,常州洛克曼医疗器械有限公司
nhsa_consumables_C0101060060000003089,C0101060060000003089,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,库克（中国）医疗贸易有限公司
nhsa_consumables_C0101060060000004937,C0101060060000004937,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,南微医学科技股份有限公司
nhsa_consumables_C0101060060000005585,C0101060060000005585,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,扬州富达医疗器械有限公司
nhsa_consumables_C0101060060000006087,C0101060060000006087,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,安瑞医疗器械（杭州）有限公司
nhsa_consumables_C0101060060000007834,C0101060060000007834,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,奥林巴斯贸易（上海）有限公司
nhsa_consumables_C0101060060000008041,C0101060060000008041,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,江苏唯德康医疗科技有限公司
nhsa_consumables_C0101060060000008196,C0101060060000008196,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,江苏康进医疗器材有限公司
nhsa_consumables_C0101060060000008290,C0101060060000008290,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,常州德天医疗器械有限公司
nhsa_consumables_C0101060060000008610,C0101060060000008610,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,普昂（杭州）医疗科技股份有限公司
nhsa_consumables_C0101060060000008779,C0101060060000008779,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,杭州康生医疗器械有限公司
nhsa_consumables_C0101060060000008929,C0101060060000008929,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,上海埃尔顿医疗器械有限公司
nhsa_consumables_C0101060060000008995,C0101060060000008995,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,诸暨市鹏天医疗器械有限公司
nhsa_consumables_C0101060060000009895,C0101060060000009895,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,广东富江医学科技有限公司
nhsa_consumables_C0101060060000011323,C0101060060000011323,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,常州市久虹医疗器械有限公司
nhsa_consumables_C0101060060000011492,C0101060060000011492,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,江苏柯汇医疗科技有限公司
nhsa_consumables_C0101060060000012037,C0101060060000012037,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,浙江医高医疗科技有限公司
nhsa_consumables_C0101060060000012308,C0101060060000012308,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,江苏格里特医疗科技有限公司
nhsa_consumables_C0101060060000014597,C0101060060000014597,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,南京金石医疗科技有限公司
nhsa_consumables_C0101060060000016587,C0101060060000016587,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,成都安捷畅医疗科技有限公司
nhsa_consumables_C0101060060000018578,C0101060060000018578,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,常州朗合医疗器械有限公司
nhsa_consumables_C0101060060000019374,C0101060060000019374,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,江苏真由美生物科技有限公司
nhsa_consumables_C0101060060000020064,C0101060060000020064,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,飘迈医疗用品（扬州）有限公司
nhsa_consumables_C0101060060000021240,C0101060060000021240,nhsa_consumables_category_C010106,006-细胞刷,00-不区分,000-常规,北京赛舒特医疗器械有限公司
nhsa_consumables_C0101070070000101105,C0101070070000101105,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,常州贺利氏微创医疗器械有限公司
nhsa_consumables_C0101070070000104937,C0101070070000104937,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,南微医学科技股份有限公司
nhsa_consumables_C0101070070000105600,C0101070070000105600,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏安特尔医疗科技有限公司
nhsa_consumables_C0101070070000106087,C0101070070000106087,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,安瑞医疗器械（杭州）有限公司
nhsa_consumables_C0101070070000107834,C0101070070000107834,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,奥林巴斯贸易（上海）有限公司
nhsa_consumables_C0101070070000108041,C0101070070000108041,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏唯德康医疗科技有限公司
nhsa_consumables_C0101070070000108196,C0101070070000108196,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏康进医疗器材有限公司
nhsa_consumables_C0101070070000108610,C0101070070000108610,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,普昂（杭州）医疗科技股份有限公司
nhsa_consumables_C0101070070000108929,C0101070070000108929,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,上海埃尔顿医疗器械有限公司
nhsa_consumables_C0101070070000110148,C0101070070000110148,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,上海威尔逊光电仪器有限公司
nhsa_consumables_C0101070070000111325,C0101070070000111325,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,波科国际医疗贸易（上海）有限公司
nhsa_consumables_C0101070070000111492,C0101070070000111492,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏柯汇医疗科技有限公司
nhsa_consumables_C0101070070000111544,C0101070070000111544,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,扬州发特利医疗器械科技有限公司
nhsa_consumables_C0101070070000111774,C0101070070000111774,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,浙江朗特医疗科技有限公司
nhsa_consumables_C0101070070000112037,C0101070070000112037,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,浙江医高医疗科技有限公司
nhsa_consumables_C0101070070000112308,C0101070070000112308,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏格里特医疗科技有限公司
nhsa_consumables_C0101070070000114597,C0101070070000114597,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,南京金石医疗科技有限公司
nhsa_consumables_C0101070070000115753,C0101070070000115753,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,新光维医疗科技（苏州）股份有限公司
nhsa_consumables_C0101070070000116049,C0101070070000116049,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,安徽康昕医疗器械有限公司
nhsa_consumables_C0101070070000117165,C0101070070000117165,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,浙江首鼎医学科技有限公司
nhsa_consumables_C0101070070000117657,C0101070070000117657,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,苏州越众生物科技有限公司
nhsa_consumables_C0101070070000119601,C0101070070000119601,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,湖南唯德康医疗科技有限公司
nhsa_consumables_C0101070070000121240,C0101070070000121240,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,北京赛舒特医疗器械有限公司
nhsa_consumables_C0101070070000122404,C0101070070000122404,nhsa_consumables_category_C010107,007-活检材料,00-不区分,001-带针/带齿/带外鞘管,江苏科威琦医学科技有限公司
nhsa_consumables_C0101070070000200841,C0101070070000200841,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,苏州法兰克曼医疗器械有限公司
nhsa_consumables_C0101070070000202277,C0101070070000202277,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏常美医疗器械有限公司
nhsa_consumables_C0101070070000204937,C0101070070000204937,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,南微医学科技股份有限公司
nhsa_consumables_C0101070070000205600,C0101070070000205600,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏安特尔医疗科技有限公司
nhsa_consumables_C0101070070000207834,C0101070070000207834,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,奥林巴斯贸易（上海）有限公司
nhsa_consumables_C0101070070000208041,C0101070070000208041,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏唯德康医疗科技有限公司
nhsa_consumables_C0101070070000208196,C0101070070000208196,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏康进医疗器材有限公司
nhsa_consumables_C0101070070000208610,C0101070070000208610,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,普昂（杭州）医疗科技股份有限公司
nhsa_consumables_C0101070070000208929,C0101070070000208929,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,上海埃尔顿医疗器械有限公司
nhsa_consumables_C0101070070000210148,C0101070070000210148,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,上海威尔逊光电仪器有限公司
nhsa_consumables_C0101070070000211492,C0101070070000211492,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏柯汇医疗科技有限公司
nhsa_consumables_C0101070070000211774,C0101070070000211774,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,浙江朗特医疗科技有限公司
nhsa_consumables_C0101070070000212037,C0101070070000212037,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,浙江医高医疗科技有限公司
nhsa_consumables_C0101070070000212308,C0101070070000212308,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏格里特医疗科技有限公司
nhsa_consumables_C0101070070000213892,C0101070070000213892,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,西安高通医学发展有限公司
nhsa_consumables_C0101070070000214122,C0101070070000214122,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,苏州优脉瑞医疗科技有限公司
nhsa_consumables_C0101070070000214597,C0101070070000214597,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,南京金石医疗科技有限公司
nhsa_consumables_C0101070070000216049,C0101070070000216049,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,安徽康昕医疗器械有限公司
nhsa_consumables_C0101070070000217165,C0101070070000217165,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,浙江首鼎医学科技有限公司
nhsa_consumables_C0101070070000217657,C0101070070000217657,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,苏州越众生物科技有限公司
nhsa_consumables_C0101070070000219374,C0101070070000219374,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏真由美生物科技有限公司
nhsa_consumables_C0101070070000219601,C0101070070000219601,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,湖南唯德康医疗科技有限公司
nhsa_consumables_C0101070070000221240,C0101070070000221240,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,北京赛舒特医疗器械有限公司
nhsa_consumables_C0101070070000222404,C0101070070000222404,nhsa_consumables_category_C010107,007-活检材料,00-不区分,002-带针/带齿/无外鞘管,江苏科威琦医学科技有限公司
nhsa_consumables_C0101070070000301105,C0101070070000301105,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,常州贺利氏微创医疗器械有限公司
nhsa_consumables_C0101070070000302601,C0101070070000302601,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,常州洛克曼医疗器械有限公司
nhsa_consumables_C0101070070000304937,C0101070070000304937,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,南微医学科技股份有限公司
nhsa_consumables_C0101070070000305600,C0101070070000305600,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,江苏安特尔医疗科技有限公司
nhsa_consumables_C0101070070000306087,C0101070070000306087,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,安瑞医疗器械（杭州）有限公司
nhsa_consumables_C0101070070000307834,C0101070070000307834,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,奥林巴斯贸易（上海）有限公司
nhsa_consumables_C0101070070000308041,C0101070070000308041,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,江苏唯德康医疗科技有限公司
nhsa_consumables_C0101070070000308196,C0101070070000308196,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,江苏康进医疗器材有限公司
nhsa_consumables_C0101070070000308610,C0101070070000308610,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,普昂（杭州）医疗科技股份有限公司
nhsa_consumables_C0101070070000308929,C0101070070000308929,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,上海埃尔顿医疗器械有限公司
nhsa_consumables_C0101070070000310148,C0101070070000310148,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,上海威尔逊光电仪器有限公司
nhsa_consumables_C0101070070000310602,C0101070070000310602,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,常州智力微创医疗器械有限公司
nhsa_consumables_C0101070070000311323,C0101070070000311323,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,常州市久虹医疗器械有限公司
nhsa_consumables_C0101070070000311452,C0101070070000311452,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,江苏百纳医疗科技有限公司
nhsa_consumables_C0101070070000311492,C0101070070000311492,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,江苏柯汇医疗科技有限公司
nhsa_consumables_C0101070070000311774,C0101070070000311774,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,浙江朗特医疗科技有限公司
nhsa_consumables_C0101070070000312037,C0101070070000312037,nhsa_consumables_category_C010107,007-活检材料,00-不区分,003-带针/不带齿/带外鞘管,浙江医高医疗科技有限公司
