id,name,primary_classification,secondary_classification,tertiary_classification,common_name,material,characteristics,payment_category,payment_standard,description
gz_nhsa_consumables_C01060303501001,C01060303501001,非血管介入治疗类材料,非血管介入通用材料,非血管介入引流管,引流装置,聚合物,式套装/J型,乙类,829.12,
gz_nhsa_consumables_C01060303501002,C01060303501002,非血管介入治疗类材料,非血管介入通用材料,非血管介入引流管,引流装置,聚合物,套装/猪尾型,乙类,355.42,
gz_nhsa_consumables_C01060303501003,C01060303501003,非血管介入治疗类材料,非血管介入通用材料,非血管介入引流管,引流装置,聚合物,单件/J型,乙类,447.60,
gz_nhsa_consumables_C01060303501004,C01060303501004,非血管介入治疗类材料,非血管介入通用材料,非血管介入引流管,引流装置,聚合物,单件/猪尾型,乙类,1568.12,
gz_nhsa_consumables_C01060303503002,C01060303503002,非血管介入治疗类材料,非血管介入通用材料,非血管介入引流管,引流装置,不锈钢,套装/猪尾型,乙类,1000.00,
gz_nhsa_consumables_C01060303503004,C01060303503004,非血管介入治疗类材料,非血管介入通用材料,非血管介入引流管,引流装置,不锈钢,单件/猪尾型,乙类,1000.00,
gz_nhsa_consumables_C01060303504002,C01060303504002,非血管介入治疗类材料,非血管介入通用材料,非血管介入引流管,引流装置,合金,套装/猪尾型,乙类,1021.89,
gz_nhsa_consumables_C01060303504004,C01060303504004,非血管介入治疗类材料,非血管介入通用材料,非血管介入引流管,引流装置,合金,单件/猪尾型,乙类,1328.40,
gz_nhsa_consumables_C01060404700000,C01060404700000,非血管介入治疗类材料,非血管介入通用材料,压力泵,压力泵,不区分,常规,乙类,303.82,
gz_nhsa_consumables_C01060504400001,C01060504400001,非血管介入治疗类材料,非血管介入通用材料,经皮气管切开导入器套装,导入器,不区分,含扩张器/牛角式/带亲水涂层,乙类,470.23,
gz_nhsa_consumables_C01060504400003,C01060504400003,非血管介入治疗类材料,非血管介入通用材料,经皮气管切开导入器套装,导入器,不区分,含扩张器/螺旋式/带亲水涂层,乙类,1452.93,
gz_nhsa_consumables_C01060504400004,C01060504400004,非血管介入治疗类材料,非血管介入通用材料,经皮气管切开导入器套装,导入器,不区分,含扩张器/螺旋式/无亲水涂层,乙类,2016.32,
gz_nhsa_consumables_C01060604800001,C01060604800001,非血管介入治疗类材料,非血管介入通用材料,取出器,取出器,不区分,带密封鞘/单次取,乙类,229.83,
gz_nhsa_consumables_C01060604800003,C01060604800003,非血管介入治疗类材料,非血管介入通用材料,取出器,取出器,不区分,不出带密封鞘/单次取出,乙类,185.28,
gz_nhsa_consumables_C01060702000000,C01060702000000,非血管介入治疗类材料,非血管介入通用材料,穿刺套管,套管,不区分,常规,乙类,548.77,
gz_nhsa_consumables_C01061122600001,C01061122600001,非血管介入治疗类材料,非血管介入通用材料,其他非血管介入通用材料,取物袋,不区分,取物袋,乙类,481.07,
gz_nhsa_consumables_C01061202100000,C01061202100000,非血管介入治疗类材料,非血管介入通用材料,神经射频电极,电极,不区分,常规,乙类,299.82,
gz_nhsa_consumables_C01061300400000,C01061300400000,非血管介入治疗类材料,非血管介入通用材料,造影导管,导管,不区分,其他,乙类,4.14,
gz_nhsa_consumables_C01061300400003,C01061300400003,非血管介入治疗类材料,非血管介入通用材料,造影导管,导管,不区分,子宫,乙类,7.86,
gz_nhsa_consumables_C01070200400002,C01070200400002,非血管介入治疗类材料,其他非血管介入材料,耳鼻咽喉球囊导管,导管,不区分,咽鼓管,乙类,6683.75,
gz_nhsa_consumables_C01070405000001,C01070405000001,非血管介入治疗类材料,其他非血管介入材料,输卵管疏通装置,疏通装置,不区分,X线,乙类,1280.74,
gz_nhsa_consumables_C01070405000002,C01070405000002,非血管介入治疗类材料,其他非血管介入材料,输卵管疏通装置,疏通装置,不区分,内镜,乙类,1135.61,
gz_nhsa_consumables_C01070605100001,C01070605100001,非血管介入治疗类材料,其他非血管介入材料,异物提取装置,网兜套圈,不区分,钳,乙类,34.00,
gz_nhsa_consumables_C01070605100003,C01070605100003,非血管介入治疗类材料,其他非血管介入材料,异物提取装置,网兜套圈,不区分,套圈,乙类,981.52,
gz_nhsa_consumables_C02010105200001,C02010105200001,血管介入治疗类材料,电生理类材料,房间隔穿刺鞘组,鞘组,不区分,固定弯/带电极,乙类,175.00,
gz_nhsa_consumables_C02010105200002,C02010105200002,血管介入治疗类材料,电生理类材料,房间隔穿刺鞘组,鞘组,不区分,固定弯/不带电极,乙类,800.00,
gz_nhsa_consumables_C02010105200003,C02010105200003,血管介入治疗类材料,电生理类材料,房间隔穿刺鞘组,鞘组,不区分,可调弯/带电极,乙类,4712.00,
gz_nhsa_consumables_C02010105200004,C02010105200004,血管介入治疗类材料,电生理类材料,房间隔穿刺鞘组,鞘组,不区分,可调弯/不带电极,乙类,3790.00,
gz_nhsa_consumables_C02010201500001,C02010201500001,血管介入治疗类材料,电生理类材料,电生理导管鞘,鞘管,不区分,固定弯,乙类,1045.00,
gz_nhsa_consumables_C02010201500002,C02010201500002,血管介入治疗类材料,电生理类材料,电生理导管鞘,鞘管,不区分,可调弯,乙类,5840.00,
gz_nhsa_consumables_C02010302600001,C02010302600001,血管介入治疗类材料,电生理类材料,房间隔穿刺针,穿刺器,不区分,长度＜80cm,乙类,2800.00,
gz_nhsa_consumables_C02010302600002,C02010302600002,血管介入治疗类材料,电生理类材料,房间隔穿刺针,穿刺器,不区分,长度≥80cm,乙类,2900.00,
gz_nhsa_consumables_C02010402100001,C02010402100001,血管介入治疗类材料,电生理类材料,体表定位参考电极,电极,不区分,电定位,乙类,5464.00,
gz_nhsa_consumables_C02010402100003,C02010402100003,血管介入治疗类材料,电生理类材料,体表定位参考电极,电极,不区分,磁定位,乙类,4365.00,
gz_nhsa_consumables_C02010402100005,C02010402100005,血管介入治疗类材料,电生理类材料,体表定位参考电极,电极,不区分,磁电定位,乙类,5685.00,
gz_nhsa_consumables_C02010501000000,C02010501000000,血管介入治疗类材料,电生理类材料,灌注管路,管路,不区分,常规,乙类,423.00,
gz_nhsa_consumables_C02010605300001,C02010605300001,血管介入治疗类材料,电生理类材料,导管连线,连接线,不区分,诊断型,乙类,1095.60,
gz_nhsa_consumables_C02010605300002,C02010605300002,血管介入治疗类材料,电生理类材料,导管连线,连接线,不区分,治疗型,乙类,1642.81,
gz_nhsa_consumables_C02010702100001,C02010702100001,血管介入治疗类材料,电生理类材料,临时起搏电极,电极,不区分,固定弯/带漂浮气,乙类,1198.88,
gz_nhsa_consumables_C02010702100002,C02010702100002,血管介入治疗类材料,电生理类材料,临时起搏电极,电极,不区分,固定弯/不带漂浮气囊,乙类,1137.34,
gz_nhsa_consumables_C02010702100003,C02010702100003,血管介入治疗类材料,电生理类材料,临时起搏电极,电极,不区分,可调弯/带漂浮气,乙类,2200.00,
gz_nhsa_consumables_C02010702100004,C02010702100004,血管介入治疗类材料,电生理类材料,临时起搏电极,电极,不区分,可调弯/不带漂浮气囊,乙类,1153.60,
gz_nhsa_consumables_C02010800400001,C02010800400001,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,固定弯/线形/＜10个电极,乙类,2400.00,
gz_nhsa_consumables_C02010800400002,C02010800400002,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,固定弯/线形/10-19个电极,乙类,3500.00,
gz_nhsa_consumables_C02010800400007,C02010800400007,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,固定弯/环形/＜10个电极,乙类,21000.00,
gz_nhsa_consumables_C02010800400008,C02010800400008,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,固定弯/环形/10-19个电极,乙类,21000.00,
gz_nhsa_consumables_C02010800400009,C02010800400009,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,固定弯/环形/≥20个电极,乙类,4150.00,
gz_nhsa_consumables_C02010800400019,C02010800400019,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,可调弯/线形/＜10个电极,乙类,4000.00,
gz_nhsa_consumables_C02010800400020,C02010800400020,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,可调弯/线形/10-19个电极,乙类,4000.00,
gz_nhsa_consumables_C02010800400021,C02010800400021,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,可调弯/线形/≥20个电极,乙类,5300.00,
gz_nhsa_consumables_C02010800400026,C02010800400026,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,可调弯/环形/10-19个电极,乙类,10399.00,
gz_nhsa_consumables_C02010800400027,C02010800400027,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,可调弯/环形/≥20个电极,乙类,5000.00,
gz_nhsa_consumables_C02010800400033,C02010800400033,血管介入治疗类材料,电生理类材料,电定位诊断导管,导管,不区分,可调弯/球囊形/≥20个电极,乙类,2200.00,
gz_nhsa_consumables_C02010900400001,C02010900400001,血管介入治疗类材料,电生理类材料,磁定位诊断导管,导管,不区分,线形/≤20个电极,乙类,5000.00,
gz_nhsa_consumables_C02010900400007,C02010900400007,血管介入治疗类材料,电生理类材料,磁定位诊断导管,导管,不区分,环形/≤20个电极,乙类,17999.00,
gz_nhsa_consumables_C02010900400014,C02010900400014,血管介入治疗类材料,电生理类材料,磁定位诊断导管,导管,不区分,星形/21-50个电,乙类,24000.00,
gz_nhsa_consumables_C02010900400019,C02010900400019,血管介入治疗类材料,电生理类材料,磁定位诊断导管,导管,不区分,异极形/≤20个电极,乙类,12399.00,
gz_nhsa_consumables_C02010900400021,C02010900400021,血管介入治疗类材料,电生理类材料,磁定位诊断导管,导管,不区分,异形/＞50个电极,乙类,35666.00,
gz_nhsa_consumables_C02011000400001,C02011000400001,血管介入治疗类材料,电生理类材料,心内超声导管,导管,不区分,二维/环形,乙类,960.00,
gz_nhsa_consumables_C02011000400002,C02011000400002,血管介入治疗类材料,电生理类材料,心内超声导管,导管,不区分,二维/扇形,乙类,13507.00,
gz_nhsa_consumables_C02011000400004,C02011000400004,血管介入治疗类材料,电生理类材料,心内超声导管,导管,不区分,三维/扇形,乙类,13507.00,
gz_nhsa_consumables_C02011200400004,C02011200400004,血管介入治疗类材料,电生理类材料,电定位治疗导管,导管,不区分,单弯/带压力感应/不带微电极/12孔以,乙类,26794.71,
gz_nhsa_consumables_C02011200400007,C02011200400007,血管介入治疗类材料,电生理类材料,电定位治疗导管,导管,不区分,下单弯/不带压力感应/带微电极/12孔以,乙类,8047.00,
gz_nhsa_consumables_C02011200400010,C02011200400010,血管介入治疗类材料,电生理类材料,电定位治疗导管,导管,不区分,下单弯/不带压力感应/不带微电极/12孔,乙类,8928.00,
gz_nhsa_consumables_C02011200400011,C02011200400011,血管介入治疗类材料,电生理类材料,电定位治疗导管,导管,不区分,-单下弯/不带压力感应/不带微电极/12-50,乙类,4950.00,
gz_nhsa_consumables_C02011200400012,C02011200400012,血管介入治疗类材料,电生理类材料,电定位治疗导管,导管,不区分,孔单弯/不带压力感应/不带微电极/50孔以上（含缝隙式）,乙类,11280.00,
gz_nhsa_consumables_C02011200400019,C02011200400019,血管介入治疗类材料,电生理类材料,电定位治疗导管,导管,不区分,双弯/不带压力感应/带微电极/12孔以,乙类,9000.00,
gz_nhsa_consumables_C02011200400022,C02011200400022,血管介入治疗类材料,电生理类材料,电定位治疗导管,导管,不区分,下双弯/不带压力感应/不带微电极/12孔,乙类,9000.00,
gz_nhsa_consumables_C02011200400024,C02011200400024,血管介入治疗类材料,电生理类材料,电定位治疗导管,导管,不区分,双弯/不带压力感应/不带微电极/50孔以上（含缝隙式）,乙类,13000.00,
gz_nhsa_consumables_C02011300400004,C02011300400004,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,单弯/带压力感应/不带微电极/12孔以,乙类,14565.00,
gz_nhsa_consumables_C02011300400006,C02011300400006,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,下单弯/带压力感应/不带微电极/50孔以上（含缝隙,乙类,24800.00,
gz_nhsa_consumables_C02011300400007,C02011300400007,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,-单）弯/不带压力感应/带微电极/12孔以,乙类,15000.00,
gz_nhsa_consumables_C02011300400009,C02011300400009,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,下单弯/不带压力感应/带微电极/50孔以上（含缝隙,乙类,19000.00,
gz_nhsa_consumables_C02011300400010,C02011300400010,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,-单）弯/不带压力感应/不带微电极/12孔,乙类,12000.00,
gz_nhsa_consumables_C02011300400012,C02011300400012,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,-单下弯/不带压力感应/不带微电极/50孔以上（含缝隙式）,乙类,12000.00,
gz_nhsa_consumables_C02011300400016,C02011300400016,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,双弯/带压力感应/不带微电极/12孔以,乙类,25999.00,
gz_nhsa_consumables_C02011300400018,C02011300400018,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,双弯/带压力感应/不带微电极/50孔以上（含缝隙,乙类,28000.00,
gz_nhsa_consumables_C02011300400019,C02011300400019,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,-双）弯/不带压力感应/带微电极/12孔以,乙类,18846.00,
gz_nhsa_consumables_C02011300400022,C02011300400022,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,下双弯/不带压力感应/不带微电极/12孔,乙类,11300.00,
gz_nhsa_consumables_C02011300400024,C02011300400024,血管介入治疗类材料,电生理类材料,磁定位治疗导管,导管,不区分,-双下弯/不带压力感应/不带微电极/50孔以上（含缝隙式）,乙类,10000.00,
gz_nhsa_consumables_C02011400400001,C02011400400001,血管介入治疗类材料,电生理类材料,冷冻治疗导管,导管,不区分,普通型,乙类,13775.00,
gz_nhsa_consumables_C02011400400002,C02011400400002,血管介入治疗类材料,电生理类材料,冷冻治疗导管,导管,不区分,球囊型,乙类,28000.00,
gz_nhsa_consumables_C02020100102000,C02020100102000,血管介入治疗类材料,冠脉介入治疗材料,冠脉裸金属支架,支架,不锈钢,常规,乙类,6400.00,
gz_nhsa_consumables_C02020200101005,C02020200101005,血管介入治疗类材料,冠脉介入治疗材料,药物洗脱支架,支架,合金,永久涂层/雷帕霉素及衍生物,乙类,848.00,
gz_nhsa_consumables_C02020200101008,C02020200101008,血管介入治疗类材料,冠脉介入治疗材料,药物洗脱支架,支架,合金,可降解涂层/雷帕霉素及衍生,乙类,848.00,
gz_nhsa_consumables_C02020200102002,C02020200102002,血管介入治疗类材料,冠脉介入治疗材料,药物洗脱支架,支架,不锈钢,无物涂层/雷帕霉素及衍生物,乙类,5881.97,
gz_nhsa_consumables_C02020200102005,C02020200102005,血管介入治疗类材料,冠脉介入治疗材料,药物洗脱支架,支架,不锈钢,永久涂层/雷帕霉素及衍生物,乙类,798.00,
gz_nhsa_consumables_C02020200102008,C02020200102008,血管介入治疗类材料,冠脉介入治疗材料,药物洗脱支架,支架,不锈钢,可降解涂层/雷帕霉素及衍生,乙类,2791.77,
gz_nhsa_consumables_C02020300100000,C02020300100000,血管介入治疗类材料,冠脉介入治疗材料,生物可降解支架,支架,不区分,-常规,乙类,20219.58,
gz_nhsa_consumables_C02020400100000,C02020400100000,血管介入治疗类材料,冠脉介入治疗材料,冠脉其他支架,支架,不区分,常规,乙类,6400.00,
gz_nhsa_consumables_C02020500200001,C02020500200001,血管介入治疗类材料,冠脉介入治疗材料,冠脉扩张球囊,球囊,不区分,半顺应性/快速交,乙类,425.00,
gz_nhsa_consumables_C02020500200002,C02020500200002,血管介入治疗类材料,冠脉介入治疗材料,冠脉扩张球囊,球囊,不区分,半换顺应性/OTW,乙类,1476.63,
gz_nhsa_consumables_C02020500200003,C02020500200003,血管介入治疗类材料,冠脉介入治疗材料,冠脉扩张球囊,球囊,不区分,非顺应性/快速交,乙类,409.70,
gz_nhsa_consumables_C02020600200001,C02020600200001,血管介入治疗类材料,冠脉介入治疗材料,冠脉药物涂层球囊,球囊,不区分,亲换水涂层,乙类,6285.00,
gz_nhsa_consumables_C02020700200000,C02020700200000,血管介入治疗类材料,冠脉介入治疗材料,切割球囊,球囊,不区分,常规,乙类,4978.00,
gz_nhsa_consumables_C02020800200000,C02020800200000,血管介入治疗类材料,冠脉介入治疗材料,冠脉棘/乳突球囊,球囊,不区分,常规,乙类,2697.00,
gz_nhsa_consumables_C02020900200000,C02020900200000,血管介入治疗类材料,冠脉介入治疗材料,冠脉介入其他球囊,球囊,不区分,常规,乙类,3550.83,
gz_nhsa_consumables_C02021000400000,C02021000400000,血管介入治疗类材料,冠脉介入治疗材料,冠脉导引导管,导管,不区分,常规,乙类,760.00,
gz_nhsa_consumables_C02021100400000,C02021100400000,血管介入治疗类材料,冠脉介入治疗材料,冠脉微导管,导管,不区分,常规,乙类,3900.00,
gz_nhsa_consumables_C02021200400000,C02021200400000,血管介入治疗类材料,冠脉介入治疗材料,冠脉血栓抽吸导管,导管,不区分,常规,乙类,3171.55,
gz_nhsa_consumables_C02021300400001,C02021300400001,血管介入治疗类材料,冠脉介入治疗材料,冠脉旋磨导管,导管,不区分,单件,乙类,7617.63,
gz_nhsa_consumables_C02021300400002,C02021300400002,血管介入治疗类材料,冠脉介入治疗材料,冠脉旋磨导管,导管,不区分,套装,乙类,5564.44,
gz_nhsa_consumables_C02021500400001,C02021500400001,血管介入治疗类材料,冠脉介入治疗材料,冠脉血管内超声诊断导管,导管,不区分,机械探头/频率≥60MHz,乙类,5070.00,
gz_nhsa_consumables_C02021500400002,C02021500400002,血管介入治疗类材料,冠脉介入治疗材料,冠脉血管内超声诊断导管,导管,不区分,机械探头/频率＜60MHz,乙类,4750.00,
gz_nhsa_consumables_C02021500400004,C02021500400004,血管介入治疗类材料,冠脉介入治疗材料,冠脉血管内超声诊断导管,导管,不区分,相控探头/频率＜60MHz,乙类,4143.00,
gz_nhsa_consumables_C02021600400000,C02021600400000,血管介入治疗类材料,冠脉介入治疗材料,冠脉血管内光学成像导管,导管,不区分,常规,乙类,13699.25,
gz_nhsa_consumables_C02021700200000,C02021700200000,血管介入治疗类材料,冠脉介入治疗材料,主动脉球囊反搏导管,球囊,不区分,常规,乙类,10062.15,
gz_nhsa_consumables_C02021800400000,C02021800400000,血管介入治疗类材料,冠脉介入治疗材料,冠脉造影导管,导管,不区分,常规,乙类,98.50,
gz_nhsa_consumables_C02021900400000,C02021900400000,血管介入治疗类材料,冠脉介入治疗材料,冠脉辅助支撑导管,导管,不区分,常规,乙类,4025.24,
gz_nhsa_consumables_C02022000400000,C02022000400000,血管介入治疗类材料,冠脉介入治疗材料,冠脉其他导管,导管,不区分,其他,乙类,1705.00,
gz_nhsa_consumables_C02022000400001,C02022000400001,血管介入治疗类材料,冠脉介入治疗材料,冠脉其他导管,导管,不区分,CTO,乙类,12919.82,
gz_nhsa_consumables_C02022100300000,C02022100300000,血管介入治疗类材料,冠脉介入治疗材料,冠脉导引导丝,导丝,不区分,常规,乙类,714.68,
gz_nhsa_consumables_C02022200300001,C02022200300001,血管介入治疗类材料,冠脉介入治疗材料,冠脉造影导丝,导丝,不区分,长度＜2.6m,乙类,98.00,
gz_nhsa_consumables_C02022200300002,C02022200300002,血管介入治疗类材料,冠脉介入治疗材料,冠脉造影导丝,导丝,不区分,长度≥2.6m,乙类,147.00,
gz_nhsa_consumables_C02022300300000,C02022300300000,血管介入治疗类材料,冠脉介入治疗材料,冠脉旋磨导丝,导丝,不区分,常规,乙类,1117.49,
gz_nhsa_consumables_C02022400300000,C02022400300000,血管介入治疗类材料,冠脉介入治疗材料,冠脉压力导丝,导丝,不区分,常规,乙类,8067.86,
gz_nhsa_consumables_C02022500300001,C02022500300001,血管介入治疗类材料,冠脉介入治疗材料,冠脉其他导丝,导丝,不区分,CTO,乙类,480.00,
gz_nhsa_consumables_C02022605400000,C02022605400000,血管介入治疗类材料,冠脉介入治疗材料,冠脉旋磨推进器,介入附件,不区分,常规,乙类,4833.39,
gz_nhsa_consumables_C02030103800002,C02030103800002,血管介入治疗类材料,结构心脏病用材料,封堵器材,封堵器,不区分,房间隔/非预装,乙类,17084.31,
gz_nhsa_consumables_C02030103800004,C02030103800004,血管介入治疗类材料,结构心脏病用材料,封堵器材,封堵器,不区分,室间隔/非预装,乙类,8651.59,
gz_nhsa_consumables_C02030103800006,C02030103800006,血管介入治疗类材料,结构心脏病用材料,封堵器材,封堵器,不区分,动脉导管未闭/非预装,乙类,8690.71,
gz_nhsa_consumables_C02030103800008,C02030103800008,血管介入治疗类材料,结构心脏病用材料,封堵器材,封堵器,不区分,卵圆孔未闭/非预,乙类,19659.54,
gz_nhsa_consumables_C02030103800009,C02030103800009,血管介入治疗类材料,结构心脏病用材料,封堵器材,封堵器,不区分,左心耳/预装一体,乙类,47337.00,
gz_nhsa_consumables_C02030103800010,C02030103800010,血管介入治疗类材料,结构心脏病用材料,封堵器材,封堵器,不区分,左心耳/非预装,乙类,36350.00,
gz_nhsa_consumables_C02030205500001,C02030205500001,血管介入治疗类材料,结构心脏病用材料,封堵器输送系统,输送系统,不区分,房间隔/输送系统,乙类,1019.41,
gz_nhsa_consumables_C02030205500002,C02030205500002,血管介入治疗类材料,结构心脏病用材料,封堵器输送系统,输送系统,不区分,房间隔/导引系统,乙类,3952.16,
gz_nhsa_consumables_C02030205500003,C02030205500003,血管介入治疗类材料,结构心脏病用材料,封堵器输送系统,输送系统,不区分,室间隔/输送系统,乙类,1015.30,
gz_nhsa_consumables_C02030205500004,C02030205500004,血管介入治疗类材料,结构心脏病用材料,封堵器输送系统,输送系统,不区分,室间隔/导引系统,乙类,4320.90,
gz_nhsa_consumables_C02030205500005,C02030205500005,血管介入治疗类材料,结构心脏病用材料,封堵器输送系统,输送系统,不区分,动脉导管未闭/输送系统,乙类,1032.33,
gz_nhsa_consumables_C02030205500006,C02030205500006,血管介入治疗类材料,结构心脏病用材料,封堵器输送系统,输送系统,不区分,动脉导管未闭/导引系统,乙类,4400.00,
gz_nhsa_consumables_C02030205500009,C02030205500009,血管介入治疗类材料,结构心脏病用材料,封堵器输送系统,输送系统,不区分,左心耳/输送系统,乙类,2088.00,
gz_nhsa_consumables_C02030205500010,C02030205500010,血管介入治疗类材料,结构心脏病用材料,封堵器输送系统,输送系统,不区分,左心耳/导引系统,乙类,19000.00,
gz_nhsa_consumables_C02030300300000,C02030300300000,血管介入治疗类材料,结构心脏病用材料,结构心脏病专用导丝,导丝,不区分,其他导丝,乙类,369.13,
gz_nhsa_consumables_C02030300300001,C02030300300001,血管介入治疗类材料,结构心脏病用材料,结构心脏病专用导丝,导丝,不区分,交换导丝,乙类,480.00,
gz_nhsa_consumables_C02030300300002,C02030300300002,血管介入治疗类材料,结构心脏病用材料,结构心脏病专用导丝,导丝,不区分,网篮导丝,乙类,2378.02,
gz_nhsa_consumables_C02030805600001,C02030805600001,血管介入治疗类材料,结构心脏病用材料,主动脉介入心脏瓣膜,瓣膜,不区分,自膨式,乙类,39200.00,
gz_nhsa_consumables_C02030805600002,C02030805600002,血管介入治疗类材料,结构心脏病用材料,主动脉介入心脏瓣膜,瓣膜,不区分,球扩式,乙类,39200.00,
gz_nhsa_consumables_C02030905600000,C02030905600000,血管介入治疗类材料,结构心脏病用材料,肺动脉介入心脏瓣膜,瓣膜,不区分,常规,乙类,40000.00,
gz_nhsa_consumables_C02031400400000,C02031400400000,血管介入治疗类材料,结构心脏病用材料,二尖瓣球囊扩张导管,导管,不区分,常规,乙类,1300.40,
gz_nhsa_consumables_C02031600400000,C02031600400000,血管介入治疗类材料,结构心脏病用材料,经皮瓣膜扩张导管,导管,不区分,常规,乙类,16000.00,
gz_nhsa_consumables_C02031700400000,C02031700400000,血管介入治疗类材料,结构心脏病用材料,主动脉瓣球囊扩张导管,导管,不区分,常规,乙类,11346.15,
gz_nhsa_consumables_C02031805500000,C02031805500000,血管介入治疗类材料,结构心脏病用材料,经导管介入瓣膜输送系统,输送系统,不区分,常规,乙类,35375.00,
gz_nhsa_consumables_C02031900400001,C02031900400001,血管介入治疗类材料,结构心脏病用材料,其他结构心脏病类产品,导管,不区分,漂浮导管,乙类,2994.67,
gz_nhsa_consumables_C02031900400002,C02031900400002,血管介入治疗类材料,结构心脏病用材料,其他结构心脏病类产品,导管,不区分,漂浮导管套装,乙类,2190.45,
gz_nhsa_consumables_C02040105800001,C02040105800001,血管介入治疗类材料,起搏器类材料,单腔起搏器,起搏器,不区分,全身兼容MRI/频率应答,乙类,49000.00,
gz_nhsa_consumables_C02040105800003,C02040105800003,血管介入治疗类材料,起搏器类材料,单腔起搏器,起搏器,不区分,非全身兼容MRI/频率应答,乙类,24213.00,
gz_nhsa_consumables_C02040105800005,C02040105800005,血管介入治疗类材料,起搏器类材料,单腔起搏器,起搏器,不区分,非兼容MRI/频率应答,乙类,28000.00,
gz_nhsa_consumables_C02040105800006,C02040105800006,血管介入治疗类材料,起搏器类材料,单腔起搏器,起搏器,不区分,非兼容MRI/非频率应答,乙类,13870.00,
gz_nhsa_consumables_C02040205800001,C02040205800001,血管介入治疗类材料,起搏器类材料,双腔起搏器,起搏器,不区分,全身兼容MRI/频率应答,乙类,77000.00,
gz_nhsa_consumables_C02040205800002,C02040205800002,血管介入治疗类材料,起搏器类材料,双腔起搏器,起搏器,不区分,全身兼容MRI/非频率应答,乙类,29425.00,
gz_nhsa_consumables_C02040205800003,C02040205800003,血管介入治疗类材料,起搏器类材料,双腔起搏器,起搏器,不区分,非全身兼容MRI/频率应答,乙类,42800.00,
gz_nhsa_consumables_C02040205800004,C02040205800004,血管介入治疗类材料,起搏器类材料,双腔起搏器,起搏器,不区分,非全身兼容MRI/非频率应答,乙类,16854.00,
gz_nhsa_consumables_C02040205800005,C02040205800005,血管介入治疗类材料,起搏器类材料,双腔起搏器,起搏器,不区分,非兼容MRI/频率应答,乙类,46683.00,
gz_nhsa_consumables_C02040205800006,C02040205800006,血管介入治疗类材料,起搏器类材料,双腔起搏器,起搏器,不区分,非兼容MRI/非频率应答,乙类,34087.00,
gz_nhsa_consumables_C02040305800001,C02040305800001,血管介入治疗类材料,起搏器类材料,三腔起搏器,起搏器,不区分,全身兼容MRI/双极,乙类,92400.00,
gz_nhsa_consumables_C02040305800002,C02040305800002,血管介入治疗类材料,起搏器类材料,三腔起搏器,起搏器,不区分,全身兼容MRI/四极,乙类,65450.00,
gz_nhsa_consumables_C02040305800003,C02040305800003,血管介入治疗类材料,起搏器类材料,三腔起搏器,起搏器,不区分,非全身兼容MRI/双极,乙类,18000.00,
gz_nhsa_consumables_C02040305800004,C02040305800004,血管介入治疗类材料,起搏器类材料,三腔起搏器,起搏器,不区分,非全身兼容MRI/四极,乙类,18000.00,
gz_nhsa_consumables_C02040305800005,C02040305800005,血管介入治疗类材料,起搏器类材料,三腔起搏器,起搏器,不区分,非兼容MRI/双极,乙类,91000.00,
gz_nhsa_consumables_C02040305800006,C02040305800006,血管介入治疗类材料,起搏器类材料,三腔起搏器,起搏器,不区分,非兼容MRI/四极,乙类,84000.00,
gz_nhsa_consumables_C02040405800000,C02040405800000,血管介入治疗类材料,起搏器类材料,无导线起搏器组,起搏器,不区分,常规,乙类,46000.00,
gz_nhsa_consumables_C02040505900001,C02040505900001,血管介入治疗类材料,起搏器类材料,单腔除颤器（ICD）,除颤器,不区分,全身兼容MRI,乙类,119770.00,
gz_nhsa_consumables_C02040505900002,C02040505900002,血管介入治疗类材料,起搏器类材料,单腔除颤器（ICD）,除颤器,不区分,非全身兼容MRI,乙类,20000.00,
gz_nhsa_consumables_C02040505900003,C02040505900003,血管介入治疗类材料,起搏器类材料,单腔除颤器（ICD）,除颤器,不区分,非兼容MRI,乙类,98000.00,
