"id","name"
"bank_1","中国工商银行"
"bank_2","中国建设银行-北京市分行"
"bank_3","中国建设银行-木樨地支行"
"bank_4","中国银行-三里河支行"
"bank_5","中国银行-总行营业部"
"bank_6","招商银行-北三环支行"
"bank_7","中国光大银行-西城支行"
"bank_8","中国农业银行-总行营业部"
"bank_9","中国农业银行-复兴路支行"
"bank_10","交通银行-天坛支行"
"bank_11","中国邮政储蓄银行"
"bank_12","上海浦东发展银行"
"bank_13","中信银行-北京分行"
"bank_14","华夏银行"
"bank_15","中国民生银行"
"bank_16","平安银行-北京神华支行"
"bank_17","兴业银行"
"bank_18","浙商银行"
"bank_19","中国进出口银行"
"bank_20","国家开发银行-北京市分行"
"bank_21","广发银行-北京分行"
"bank_22","渤海银行"
